"IndicatorName","Country_ISO","Year","FormularString","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","Latest...1.y","Sample.Size.y","Overall.Mean.y","Max.Leaf.Size.y","Max.Leaf.Access.y","Min.Leaf.Size.y","Min.Leaf.Access.y","Max.Leaf.Characteristics.y","Min.Leaf.Characteristics.y","SurveyID","Country","SurveySource","CountryCode","VersionCode","InUse.x","VariableID","DatasetSource","InUse.y","MergeResult","AnaResult","TreeID"
"AccessElectricity","VUT","2007","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VUT2007","Vanuatu","MICS","Vanuatu","2007","?","H11","HR+HH","Y","Other","Other","VUT+2007+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","VUT","2007","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VUT2007","Vanuatu","MICS","Vanuatu","2007","?","H11","HR+HH","Y","Other","Other","VUT+2007+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","PHL","2013","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHL61","Philippines","DHS","PH","61","Y","H11","HR+HH","Y","Other","Other","PHL+2013+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","NPL","2019","HighestEducation+Language+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPL2019","Nepal","MICS","Nepal","2019","Y","H11","HR+HH","Y","Other","Other","NPL+2019+AccessElectricity+HighestEducation+Language+PoorerHousehold+Religion+Residence"
"AccessElectricity","NPL","2019","HighestEducation+Language+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPL2019","Nepal","MICS","Nepal","2019","Y","H11","HR+HH","Y","Other","Other","NPL+2019+AccessElectricity+HighestEducation+Language+PoorerHousehold+Religion+Residence"
"AccessElectricity","NPL","2019","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPL2019","Nepal","MICS","Nepal","2019","Y","H11","HR+HH","Y","Other","Other","NPL+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","LAO","2017","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAO2017","Lao","MICS","Lao","2017","Y","H11","HR+HH","Y","Other","Other","LAO+2017+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","LAO","2017","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAO2017","Lao PDR","MICS","Lao PDR","2017","N","H11","HR+HH","Y","Other","Other","LAO+2017+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","LAO","2017","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAO2017","Lao","MICS","Lao","2017","Y","H11","HR+HH","Y","Other","Other","LAO+2017+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","LAO","2017","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAO2017","Lao PDR","MICS","Lao PDR","2017","N","H11","HR+HH","Y","Other","Other","LAO+2017+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","BGD","2019","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD2019","Bangladesh","MICS","Bangladesh","2019","Y","H11","HR+HH","Y","Other","Other","BGD+2019+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","VNM","2010","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VNM2010","Viet Nam","MICS","Viet Nam","2010","Y","H11","HR+HH","Y","Other","Other","VNM+2010+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","VNM","2010","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VNM2010","Viet Nam","MICS","Viet Nam","2010","Y","H11","HR+HH","Y","Other","Other","VNM+2010+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TLS","2016","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TLS71","Timor-Leste","DHS","TL","71","Y","H11","HR+HH","Y","Other","Other","TLS+2016+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TLS","2016","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TLS71","Timor-leste","DHS","TL","71","N","H11","HR+HH","Y","Other","Other","TLS+2016+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","ARM","2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM71","Armenia","DHS","AM","71","Y","H11","HR+HH","Y","Other","Other","ARM+2016+AccessElectricity+"
"AccessElectricity","PHL","2017","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHL70","Philippines","DHS","PH","70","Y","H11","HR+HH","Y","Other","Other","PHL+2017+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","MDV","2017","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDV71","Maldives","DHS","MV","71","Y","H11","HR+HH","Y","Other","Other","MDV+2017+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","THA","2019","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THA2019","Thailand","MICS","Thailand","2019","Y","H11","HR+HH","Y","Other","Other","THA+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","IDN","2012","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IDN63","Indonesia","DHS","ID","63","Y","H11","HR+HH","Y","Other","Other","IDN+2012+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","MNG","2013","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MNG2013","Mongolia","MICS","Mongolia","2013","Y","H11","HR+HH","Y","Other","Other","MNG+2013+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","BGD","2014","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD70","Bangladesh","DHS","BD","70","Y","H11","HR+HH","Y","Other","Other","BGD+2014+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","MNG","2013","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MNG2013","Mongolia","MICS","Mongolia","2013","Y","H11","HR+HH","Y","Other","Other","MNG+2013+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","PAK","2013","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAK61","Pakistan","DHS","PK","61","Y","H11","HR+HH","Y","Other","Other","PAK+2013+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TON","2019","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TON2019","Tonga","MICS","Tonga","2019","Y","H11","HR+HH","Y","Other","Other","TON+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TLS","2010","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TLS61","Timor-Leste","DHS","TL","61","Y","H11","HR+HH","Y","Other","Other","TLS+2010+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","THA","2012","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THA2012","Thailand","MICS","Thailand","2012","Y","H11","HR+HH","Y","Other","Other","THA+2012+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","MMR","2015-2016","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMR71","Myanmar","DHS","MM","71","N","H11","HR+HH","Y","Other","Other","MMR+2015-2016+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","PNG","2018","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNG70","Papua New Guinea","DHS","PG","70","Y","H11","HR+HH","Y","Other","Other","PNG+2018+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","KHM","2010","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KHM61","Cambodia","DHS","KH","61","Y","H11","HR+HH","Y","Other","Other","KHM+2010+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","AFG","2015","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFG70","Afghanistan","DHS","AF","70","Y","H11","HR+HH","Y","Other","Other","AFG+2015+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","AZE","2006","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZE52","Azerbaijan","DHS","AZ","52","?","H11","HR+HH","Y","Other","Other","AZE+2006+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","KGZ","2014","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGZ2014","Kyrgyzstan","MICS","Kyrgyzstan","2014","Y","H11","HR+HH","Y","Other","Other","KGZ+2014+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","GEO","2018","Ethnicity+HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEO2018","Georgia","MICS","Georgia","2018","Y","H11","HR+HH","Y","Other","Other","GEO+2018+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","GEO","2018","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEO2018","Georgia","MICS","Georgia","2018","Y","H11","HR+HH","Y","Other","Other","GEO+2018+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","BTN","2010","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BTN2010","Bhutan","MICS","Bhutan","2010","Y","H11","HR+HH","Y","Other","Other","BTN+2010+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","LAO","2011","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAO2011","Lao","MICS","Lao","2011","Y","H11","HR+HH","Y","Other","Other","LAO+2011+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TON","2019","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","H11","HR+HH","Y","Other","Other","TON+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TLS","2010","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TLS61","Timor-leste","DHS","TL","61","N","H11","HR+HH","Y","Other","Other","TLS+2010+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TJK","2012","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TJK61","Tajikistan","DHS","TJ","61","Y","H11","HR+HH","Y","Other","Other","TJK+2012+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","KAZ","2010","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAZ2010","Kazakhstan","MICS","Kazakhstan","2010","Y","H11","HR+HH","Y","Other","Other","KAZ+2010+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","KAZ","2010","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAZ2010","Kazakhstan","MICS","Kazakhstan","2010","Y","H11","HR+HH","Y","Other","Other","KAZ+2010+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","UZB","2006","HighestEducation+Language+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UZB2006","Uzbekistan","MICS","Uzbekistan","2006","Y","H11","HR+HH","Y","Other","Other","UZB+2006+AccessElectricity+HighestEducation+Language+PoorerHousehold+Residence"
"AccessElectricity","THA","2015","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THA2015","Thailand","MICS","Thailand","2015","Y","H11","HR+HH","Y","Other","Other","THA+2015+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","THA","2019","HighestEducation+Language+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THA2019","Thailand","MICS","Thailand","2019","Y","H11","HR+HH","Y","Other","Other","THA+2019+AccessElectricity+HighestEducation+Language+PoorerHousehold+Religion+Residence"
"AccessElectricity","TON","2019","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","H11","HR+HH","Y","Other","Other","TON+2019+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","NPL","2019","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPL2019","Nepal","MICS","Nepal","2019","Y","H11","HR+HH","Y","Other","Other","NPL+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","NPL","2016","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPL7H","Nepal","DHS","NP","7H","Y","H11","HR+HH","Y","Other","Other","NPL+2016+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","KIR","2019","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIR2019","Kiribati","MICS","Kiribati","2019","Y","H11","HR+HH","Y","Other","Other","KIR+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","VNM","2013","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VNM2013","Viet Nam","MICS","Viet Nam","2013","Y","H11","HR+HH","Y","Other","Other","VNM+2013+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","KIR","2019","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIR2019","Kiribati","MICS","Kiribati","2019","Y","H11","HR+HH","Y","Other","Other","KIR+2019+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","KGZ","2014","HighestEducation+Language+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGZ2014","Kyrgyzstan","MICS","Kyrgyzstan","2014","Y","H11","HR+HH","Y","Other","Other","KGZ+2014+AccessElectricity+HighestEducation+Language+PoorerHousehold+Religion+Residence"
"AccessElectricity","THA","2012","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THA2012","Thailand","MICS","Thailand","2012","Y","H11","HR+HH","Y","Other","Other","THA+2012+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","NPL","2011","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPL61","Nepal","DHS","NP","61","Y","H11","HR+HH","Y","Other","Other","NPL+2011+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","KGZ","2012","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGZ61","Kyrgyzstan","DHS","KY","61","Y","H11","HR+HH","Y","Other","Other","KGZ+2012+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","MNG","2018","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MNG2018","Mongolia","MICS","Mongolia","2018","Y","H11","HR+HH","Y","Other","Other","MNG+2018+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TON","2019","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TON2019","Tonga","MICS","Tonga","2019","Y","H11","HR+HH","Y","Other","Other","TON+2019+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"AccessElectricity","BTN","2010","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BTN2010","Bhutan","MICS","Bhutan","2010","Y","H11","HR+HH","Y","Other","Other","BTN+2010+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","ARM","2010","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARM61","Armenia","DHS","AM","61","Y","H11","HR+HH","Y","Other","Other","ARM+2010+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","MNG","2018","Ethnicity+HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MNG2018","Mongolia","MICS","Mongolia","2018","Y","H11","HR+HH","Y","Other","Other","MNG+2018+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","PAK","2017-2018","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAK71","Pakistan","DHS","PK","71","N","H11","HR+HH","Y","Other","Other","PAK+2017-2018+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","TON","2019","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TON2019","Tonga","MICS","Tonga","2019","Y","H11","HR+HH","Y","Other","Other","TON+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","THA","2015","HighestEducation+Language+PoorerHousehold+Religion+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THA2015","Thailand","MICS","Thailand","2015","Y","H11","HR+HH","Y","Other","Other","THA+2015+AccessElectricity+HighestEducation+Language+PoorerHousehold+Religion+Residence"
"AccessElectricity","TKM","2019","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TKM2019","Turkmenistan","MICS","Turkmenistan","2019","Y","H11","HR+HH","Y","Other","Other","TKM+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
"AccessElectricity","UZB","2006","HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UZB2006","Uzbekistan","MICS","Uzbekistan","2006","Y","H11","HR+HH","Y","Other","Other","UZB+2006+AccessElectricity+HighestEducation+PoorerHousehold+Residence"
