"TreeID","IndicatorName.x","SurveyID.x","FormularString.x","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","InUse.x.x","Latest...1.y","Sample.Size.y","Overall.Mean.y","Max.Leaf.Size.y","Max.Leaf.Access.y","Min.Leaf.Size.y","Min.Leaf.Access.y","Max.Leaf.Characteristics.y","Min.Leaf.Characteristics.y","InUse.y.x","VariableID.x","DatasetSource.x","MergeResult","AnaResult","Country_ISO.x","Year.x","data1","IndicatorName.y","Country_ISO.y","Year.y","Analysis","Sample.Size","Overall.Mean","Max.Leaf.Size","Max.Leaf.Access","Min.Leaf.Size","Min.Leaf.Access","Max.Leaf.Characteristics","Min.Leaf.Characteristics","FormularString.y","SurveyID.y","Country","Year.y","SurveySource","CountryCode","VersionCode","MetadataFile","InUse.x.y","MICS_Education_data","AdditionalVariables","Religion_data","Ethnicity_data","Language_data","VariableID.y","SurveySouce","DatasetSource.y","InUse.y.y","data2"
"AFG+2015+AllViolence+AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"AllViolence","AFG","2015","AllViolence ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + HusbandAge + HusbandEducation + HusbandAlcohol + FatherBeatMother + AgeDifference + EducationDifference","21323.999813","0.554706333179989","0.100563589795788","0.814278411871358","0.171097581269708","0.354133596277337","MAX-leaf // FatherBeatMother ~ Yes // EducationDifference ~ NeitherEducated // AgeDifference ~ SameAge + 1-4Younger","MIN-leaf // FatherBeatMother~DontKnow + No // aGroup~15-24","AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","V10","DHS","IR","Y",1
"AFG+2015+BankCardHH+HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"BankCardHH","AFG","2015","BankCardHH ~ PoorerHousehold + Residence + HighestEducation","24395.000069","0.115242427753567","0.116605954701954","0.406149826977943","0.223929721194868","0.017802514836238","MAX-leaf // HighestEducation ~ Higher","MIN-leaf // HighestEducation~Lower // PoorerHousehold~1","HighestEducation+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","B14","MICS","HR+HH","Y",1
"AFG+2015+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"ContraceptiveMethod","AFG","2015","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","13482.711327","0.421318156803106","0.165698376077083","0.668295709831816","0.296606767141236","0.317717459533992","MAX-leaf // NUnder5 ~ 0","MIN-leaf // NUnder5~1 + 2 + 3 + 4 // Residence~Rural // PoorerHousehold~1","aGroup+Education+NUnder5+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","W11","BOTH","IR+WM","Y",1
"AFG+2015+EmotionalViolence+AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"EmotionalViolence","AFG","2015","EmotionalViolence ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + HusbandAge + HusbandEducation + HusbandAlcohol + FatherBeatMother + AgeDifference + EducationDifference","21323.999813","0.373219300309136","0.108926856423247","0.564332099405905","0.171097581269708","0.229326244709567","MAX-leaf // FatherBeatMother ~ Yes // EducationDifference ~ NeitherEducated // AgeDifference ~ Missing + SameAge + 1-4Younger","MIN-leaf // FatherBeatMother~DontKnow + No // aGroup~15-24","AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","V11","","","Y",1
"AFG+2015+HealthInsurance+aGroup+Education+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"HealthInsurance","AFG","2015","HealthInsurance ~ PoorerHousehold + Residence + aGroup + Education + Sex","40221.000205","0.001540979903138","0.124959982580822","0.006307791747681","0.561673239871163","0.000430698834719","MAX-leaf // Sex ~ Male // aGroup ~ 35+","MIN-leaf // Sex~Female // Residence~Rural","aGroup+Education+PoorerHousehold+Residence+Sex","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","I11","","","Y",1
"AFG+2015+HigherEducation35plus+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"HigherEducation35plus","AFG","2015","HigherEducation35plus ~ PoorerHousehold + Residence + Sex","36400.894662","0.035742213456039","0.135040209523519","0.117073954031364","0.191594868993169","0.005126867691416","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1","PoorerHousehold+Residence+Sex","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","E13","","","Y",1
"AFG+2015+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"MobilePhoneHH","AFG","2015","MobilePhoneHH ~ PoorerHousehold + Residence + HighestEducation","24395.000069","0.872929079637954","0.177213262339508","0.961038354805575","0.223929721194868","0.758263015769432","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","HighestEducation+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","H14","MICS","","Y",1
"AFG+2015+NoSexualViolence+AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"NoSexualViolence","AFG","2015","NoSexualViolence ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + HusbandAge + HusbandEducation + HusbandAlcohol + FatherBeatMother + AgeDifference + EducationDifference","21704.188225","0.924804739754325","0.152093164267608","0.956787058796484","0.165215219054801","0.850198839151605","MAX-leaf // FatherBeatMother ~ DontKnow + No // AgeDifference ~ Missing + SameAge + 10+Younger","MIN-leaf // FatherBeatMother~Yes // PoorerHousehold~1","AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","V12","","","Y",1
"AFG+2015+PhysicalViolence+AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"PhysicalViolence","AFG","2015","PhysicalViolence ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + HusbandAge + HusbandEducation + HusbandAlcohol + FatherBeatMother + AgeDifference + EducationDifference","21323.999813","0.504675844746501","0.100563589795788","0.77208886614581","0.171097581269708","0.285966266482375","MAX-leaf // FatherBeatMother ~ Yes // EducationDifference ~ NeitherEducated // AgeDifference ~ SameAge + 1-4Younger","MIN-leaf // FatherBeatMother~DontKnow + No // aGroup~15-24","AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","V17","","","Y",1
"AFG+2015+ProfessionalHelp+aGroup+Education+MarriageStatus+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"ProfessionalHelp","AFG","2015","ProfessionalHelp ~ PoorerHousehold + Residence + aGroup + MarriageStatus + NUnder5 + Education","19632.477734","0.563232773357491","0.219396592542192","0.845855938380721","0.134983600282432","0.326582065208757","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // aGroup~25-34 + 35+ // NUnder5~1","aGroup+Education+MarriageStatus+NUnder5+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","W12","","","Y",1
"AFG+2015+SecondaryEducation35plus+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"SecondaryEducation35plus","AFG","2015","SecondaryEducation35plus ~ PoorerHousehold + Residence + Sex","39837.808549","0.080863559777333","0.136213050231556","0.253751144295035","0.191562579417827","0.005796763581621","MAX-leaf // Sex ~ Male // Residence ~ Urban","MIN-leaf // Sex~Female // Residence~Rural // PoorerHousehold~1","PoorerHousehold+Residence+Sex","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","E16","","","Y",1
"AFG+2015+SexualPhysicalViolence+AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"SexualPhysicalViolence","AFG","2015","SexualPhysicalViolence ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + HusbandAge + HusbandEducation + HusbandAlcohol + FatherBeatMother + AgeDifference + EducationDifference","21323.999813","0.507650918726821","0.100563589795788","0.772488493462867","0.171097581269708","0.288111346001223","MAX-leaf // FatherBeatMother ~ Yes // EducationDifference ~ NeitherEducated // AgeDifference ~ SameAge + 1-4Younger","MIN-leaf // FatherBeatMother~DontKnow + No // aGroup~15-24","AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","V13","","","Y",1
"AFG+2015+SexualViolence+AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"SexualViolence","AFG","2015","SexualViolence ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + HusbandAge + HusbandEducation + HusbandAlcohol + FatherBeatMother + AgeDifference + EducationDifference","21323.999813","0.074087695453686","0.167198790201941","0.14473760736259","0.152996110748935","0.042594014699826","MAX-leaf // FatherBeatMother ~ Yes // PoorerHousehold ~ 1","MIN-leaf // FatherBeatMother~DontKnow + No // AgeDifference~Missing + SameAge + 10+Younger","AgeDifference+aGroup+Education+EducationDifference+FatherBeatMother+HusbandAge+HusbandAlcohol+HusbandEducation+NUnder5+PoorerHousehold+Residence","AFG70","Afghanistan","2015","DHS","AF","70","","Y","","","","","","V14","","","Y",1
"ARM+2010+BankCardHH+HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"BankCardHH","ARM","2010","BankCardHH ~ PoorerHousehold + Residence + HighestEducation","6699.999965","0.262845550328298","0.488956009419923","0.401802125807703","0.207388875859495","0.057227472818115","MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower + Secondary // PoorerHousehold~1","HighestEducation+PoorerHousehold+Residence","ARM61","Armenia","2010","DHS","AM","61","","Y","","","","","","B14","MICS","HR+HH","Y",1
"ARM+2010+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"ContraceptiveMethod","ARM","2010","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","2499.128772","0.401408852252612","0.167774756026057","0.585167561065983","0.248485130081163","0.261135251654254","MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // Residence~Rural // aGroup~15-24 + 35+","aGroup+Education+NUnder5+PoorerHousehold+Residence","ARM61","Armenia","2010","DHS","AM","61","","Y","","","","","","W11","BOTH","IR+WM","Y",1
"ARM+2010+Covid+aGroupPR+EducationPR+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"Covid","ARM","2010","Covid ~ PoorerHousehold + Residence + aGroupPR + EducationPR + Sex","23902.743948","0.457373211535186","0.111851700240621","0.714422350539571","0.116899971864266","0.17446571664672","MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Higher // aGroupPR ~ 0-24 + 60+","MIN-leaf // PoorerHousehold~1 // Residence~Rural // aGroupPR~0-24","aGroupPR+EducationPR+PoorerHousehold+Residence+Sex","ARM61","Armenia","2010","DHS","AM","61","","Y","","","","","","C11","BOTH","PR+HL","Y",1
"ARM+2010+HandWashPR+aGroupPR+EducationPR+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"HandWashPR","ARM","2010","HandWashPR ~ PoorerHousehold + Residence + aGroupPR + EducationPR + Sex","23902.743948","0.856321313633644","0.264762502320556","0.949532415504387","0.167950203279311","0.693715501904504","MAX-leaf // PoorerHousehold ~ 0 // aGroupPR ~ 0-24 + 25-59 // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Residence~Rural // aGroupPR~0-24 + 60+","aGroupPR+EducationPR+PoorerHousehold+Residence+Sex","ARM61","Armenia","2010","DHS","AM","61","","Y","","","","","","C13","","","Y",1
"ARM+2010+HealthInsurance+aGroup+Education+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"HealthInsurance","ARM","2010","HealthInsurance ~ PoorerHousehold + Residence + aGroup + Education + Sex","7506.000005","0.015773843181606","0.197006278845586","0.029598109695722","0.383772157484834","0.002093637765416","MAX-leaf // Residence ~ Urban // aGroup ~ 25-34","MIN-leaf // Residence~Rural","aGroup+Education+PoorerHousehold+Residence+Sex","ARM61","Armenia","2010","DHS","AM","61","","Y","","","","","","I11","","","Y",1
"ARM+2010+HigherEducation35plus+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"HigherEducation35plus","ARM","2010","HigherEducation35plus ~ PoorerHousehold + Residence + Sex","11839.13929","0.485248609571854","0.60455460162087","0.606546388580334","0.170472233036799","0.256698144312853","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","PoorerHousehold+Residence+Sex","ARM61","Armenia","2010","DHS","AM","61","","Y","","","","","","E13","","","Y",1
"ARM+2010+LearningPR+aGroupPR+EducationPR+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"LearningPR","ARM","2010","LearningPR ~ PoorerHousehold + Residence + aGroupPR + EducationPR + Sex","23902.743948","0.997846086201986","0.600943548918461","1","0.089604043312325","0.985962659166437","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1 // Residence~Urban","aGroupPR+EducationPR+PoorerHousehold+Residence+Sex","ARM61","Armenia","2010","DHS","AM","61","","Y","","","","","","C15","BOTH","","Y",1
"ARM+2010+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"MobilePhoneHH","ARM","2010","MobilePhoneHH ~ PoorerHousehold + Residence + HighestEducation","6699.999965","0.869088659166881","0.488956009419923","0.955846750802179","0.207388875859495","0.685797876831803","MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower + Secondary // PoorerHousehold~1","HighestEducation+PoorerHousehold+Residence","ARM61","Armenia","2010","DHS","AM","61","","Y","","","","","","H14","MICS","","Y",1
