Source,Type,Country,Year,Latest = 1,Additional variables,Analysis,Sample Size,Overall Mean,Max Leaf Size,Max Leaf Access,Min Leaf Size,Min Leaf Access,Gap,Max Leaf Characteristics,Min Leaf Characteristics,Most imp. Var.,2nd var,3rd var,4th var,5th var,6th var,7th var,8th var
DHS,Women,Afghanistan,2015,1,No,ProfessionalHelp ~ PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,19632.477734,0.563232773357491,0.219396592542192,0.845855938380721,0.134983600282432,0.326582065208757,0.519273873171964,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // aGroup~25-34 + 35+ // Under5~1,PoorerHousehold,Residence,Education,aGroup,Under5,MarriageStatus,,
DHS,Women,Afghanistan,2015,1,No,AdolescentBirthRate ~ PoorerHousehold + Residence + Education,8709.158122,0.378969790049243,0.324047847158836,0.458479602148117,0.252357728291569,0.200711189638422,0.257768412509695,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Education~Secondary + Higher,Education,PoorerHousehold,Residence,,,,,
DHS,Women,Afghanistan,2015,1,No,TeenagePregnancy ~ PoorerHousehold + Residence + Education,10949.621209,0.112046335081581,0.546432218411545,0.146794202690069,0.160516955559644,0.043840919489013,0.102953283201056,MAX-leaf // Education ~ Lower // Residence ~ Rural,MIN-leaf // Education~Secondary + Higher // Residence~Urban,Education,Residence,PoorerHousehold,,,,,
DHS,Individual,Afghanistan,2015,1,No,ChildMarriage15 ~ PoorerHousehold + Residence + Education + Sex,14907.831444,0.0520380953403,0.19590047975592,0.12185930890219,0.399844302599698,0,0.12185930890219,MAX-leaf // Sex ~ Female // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Sex~Male,Sex,Education,PoorerHousehold,Residence,,,,
DHS,Individual,Afghanistan,2015,1,No,ChildMarriage18 ~ PoorerHousehold + Residence + Education + Sex,14907.831444,0.207263308188501,0.19590047975592,0.420395382229915,0.399844302599698,0,0.420395382229915,MAX-leaf // Sex ~ Female // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Sex~Male,Sex,Education,PoorerHousehold,Residence,,,,
DHS,Women,Afghanistan,2015,1,No,TeenagePregnancy ~ PoorerHousehold + Residence + Education,10949.621209,0.112046335081581,0.546432218411545,0.146794202690069,0.160516955559644,0.043840919489013,0.102953283201056,MAX-leaf // Education ~ Lower // Residence ~ Rural,MIN-leaf // Education~Secondary + Higher // Residence~Urban,Education,Residence,PoorerHousehold,,,,,
DHS,Women,Afghanistan,2015,1,No,AdolescentBirthRate ~ PoorerHousehold + Residence + Education,8709.158122,0.378969790049243,0.324047847158836,0.458479602148117,0.252357728291569,0.200711189638422,0.257768412509695,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Education~Secondary + Higher,Education,PoorerHousehold,Residence,,,,,
DHS,Women,Afghanistan,2015,1,No,EmotionalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,21704.188225,0.373084323590269,0.191273198654726,0.415224197474306,0.237051539208164,0.304835435552461,0.110388761921845,MAX-leaf // aGroup ~ 35+ // Under5 ~ 0 + 1 // PoorerHousehold ~ 0,MIN-leaf // aGroup~15-24,aGroup,PoorerHousehold,Under5,Residence,,,,
DHS,Women,Afghanistan,2015,1,No,SexualViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,21704.188225,0.072584023584232,0.145718029083302,0.108116099419877,0.139611254960907,0.049197420709241,0.058918678710636,MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34,MIN-leaf // PoorerHousehold~0 // aGroup~15-24,PoorerHousehold,aGroup,Residence,Education,Under5,,,
DHS,Women,Afghanistan,2015,1,No,PhysicalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,21704.188225,0.505950349912246,0.187950037555481,0.580734624186019,0.244428871653873,0.405856288235385,0.174878335950634,MAX-leaf // Residence ~ Rural // aGroup ~ 25-34 + 35+ // Under5 ~ 1 + 2 + 3 + 4 // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban,Residence,aGroup,Education,Under5,PoorerHousehold,,,
DHS,Women,Afghanistan,2015,1,No,AllViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,21704.188225,0.555603217636581,0.204920328136343,0.624550265105923,0.237051539208164,0.477881670417957,0.146668594687966,MAX-leaf // aGroup ~ 25-34 + 35+ // Residence ~ Rural // Under5 ~ 2 + 3 + 4 + 5,MIN-leaf // aGroup~15-24,aGroup,Residence,Under5,Education,,,,
DHS,Women,Afghanistan,2015,1,No,SexualPhysicalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,21704.188225,0.509243979706594,0.187950037555481,0.583513838434686,0.244428871653873,0.413501224962761,0.170012613471925,MAX-leaf // Residence ~ Rural // aGroup ~ 25-34 + 35+ // Under5 ~ 1 + 2 + 3 + 4 // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban,Residence,aGroup,Education,Under5,PoorerHousehold,,,
DHS,Women,Armenia,2010,0,No,ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + Under5 + Education,2499.128772,0.401408852252612,0.167774756026057,0.585167561065983,0.248485130081163,0.261135251654254,0.324032309411729,MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34,MIN-leaf // Residence~Rural // aGroup~15-24 + 35+,Residence,Education,PoorerHousehold,aGroup,Under5,,,
DHS,Women,Armenia,2010,0,No,ProfessionalHelp ~ PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,1150.808924,0.998848421338797,0.607382520610345,1,0.197764051228369,0.994941663057999,0.005058336942001,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // aGroup~25-34,PoorerHousehold,aGroup,Residence,Education,Under5,MarriageStatus,,
DHS,Women,Armenia,2015-2016,1,No,ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + Under5 + Education,2734.516988,0.405605301728701,0.173160033774857,0.536500212306395,0.135289678807437,0.260225495515397,0.276274716790998,MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34,MIN-leaf // Residence~Rural // Education~Lower + Secondary // aGroup~35+,Residence,PoorerHousehold,Education,aGroup,Under5,,,
DHS,Individual,Armenia,2015-2016,1,No,ChildMarriage15,1395.432661,0.000278132374888,No Analysis for extremem values,,,,0,,,,,,,,,,
DHS,Individual,Armenia,2015-2016,1,No,ChildMarriage18 ~ PoorerHousehold + Residence + Education + Sex,1395.432661,0.036666343299815,0.227660623030236,0.113033562178523,0.169554649688682,0.004077516709742,0.108956045468781,MAX-leaf // Education ~ Secondary // Sex ~ Female,MIN-leaf // Education~Secondary // Sex~Male,Sex,Education,Residence,PoorerHousehold,,,,
DHS,Women,Armenia,2015-2016,1,No,TeenagePregnancy ~ PoorerHousehold + Residence + Education,725.080623,0.036052823880249,0.467012144937709,0.063330921761405,0.320348802094523,0.003973476535897,0.059357445225508,MAX-leaf // Residence ~ Rural,MIN-leaf // Residence~Urban // Education~Higher,Residence,PoorerHousehold,Education,,,,,
DHS,Women,Armenia,2015-2016,1,No,AdolescentBirthRate ~ PoorerHousehold + Residence + Education,928.203082,0.095660786655307,0.224598193049309,0.218444128916906,0.466068832768645,0.040377104620061,0.178067024296846,MAX-leaf // Education ~ Secondary // Residence ~ Rural,MIN-leaf // Education~Higher // Residence~Urban,Education,Residence,PoorerHousehold,,,,,
DHS,Individual,Armenia,2015-2016,1,No,InternetUse ~ PoorerHousehold + Residence + aGroup + Education + Sex + Electricity,8871.000007,0.864622931794346,0.24973914330423,0.980676183775661,0.143318209897055,0.610278277263567,0.370397906512094,MAX-leaf // PoorerHousehold ~ 0 // aGroup ~ 15-24 + 25-34 // Education ~ Higher,MIN-leaf // PoorerHousehold~1 // aGroup~35+,PoorerHousehold,aGroup,Residence,Education,Electricity,,,
DHS,Individual,Armenia,2015-2016,1,No,MobilePhone ~ PoorerHousehold + Residence + aGroup + Education + Sex,8871.000007,0.97372333436861,0.141820561831502,0.995518101184168,0.16921287755783,0.914697127723211,0.080820973460957,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher // aGroup ~ 25-34,MIN-leaf // PoorerHousehold~1 // Sex~Female // Education~Lower + Secondary,PoorerHousehold,Residence,Sex,Education,aGroup,,,
DHS,Individual,Armenia,2015-2016,1,No,BankAccount ~ PoorerHousehold + Residence + aGroup + Education + Sex,8871.000007,0.197269430122772,0.194609027239064,0.385072564945592,0.16921287755783,0.043482144575778,0.341590420369814,MAX-leaf // Education ~ Higher // aGroup ~ 35+,MIN-leaf // Education~Lower + Secondary // Sex~Female // PoorerHousehold~1,Education,aGroup,Residence,PoorerHousehold,Sex,,,
DHS,Women,Armenia,2015-2016,1,No,EmotionalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,3442.498798,0.112834950654353,0.225095104303359,0.15843890004536,0.091123710248569,0.046914163406818,0.111524736638542,MAX-leaf // aGroup ~ 35+ // Education ~ Lower + Secondary,MIN-leaf // aGroup~15-24,aGroup,Education,Under5,Residence,PoorerHousehold,,,
DHS,Women,Armenia,2015-2016,1,No,SexualViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,3442.498798,0.010283123997187,0.1879781774727,0.019761595568884,0.201697865923263,0.000486887880024,0.019274707688861,MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1,MIN-leaf // aGroup~15-24 + 25-34 // Under5~1 + 2,aGroup,Under5,Education,PoorerHousehold,Residence,,,
DHS,Women,Armenia,2015-2016,1,No,PhysicalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,3442.498798,0.081721434779714,0.225095104303359,0.131385559419013,0.208467021227991,0.029295022805557,0.102090536613456,MAX-leaf // aGroup ~ 35+ // Education ~ Lower + Secondary,MIN-leaf // aGroup~15-24 + 25-34 // Residence~Urban // Education~Higher,aGroup,Education,Under5,Residence,PoorerHousehold,,,
DHS,Women,Armenia,2015-2016,1,No,AllViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,3442.498798,0.140325753571984,0.1879781774727,0.213868956606067,0.091123710248569,0.053213877914872,0.160655078691195,MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1,MIN-leaf // aGroup~15-24,aGroup,PoorerHousehold,Education,Residence,Under5,,,
DHS,Women,Armenia,2015-2016,1,No,SexualPhysicalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,3442.498798,0.082081244636647,0.225095104303359,0.131385559419013,0.208467021227991,0.03102100255436,0.100364556864653,MAX-leaf // aGroup ~ 35+ // Education ~ Lower + Secondary,MIN-leaf // aGroup~15-24 + 25-34 // Residence~Urban // Education~Higher,aGroup,Education,Under5,Residence,PoorerHousehold,,,
DHS,Women,Azerbaijan,2006,1,No,ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + Under5 + Education,3900.4318,0.194263330536891,0.237046470854843,0.297173642362048,0.302328381437153,0.118039582820018,0.17913405954203,MAX-leaf // Residence ~ Urban // aGroup ~ 15-24 + 25-34,MIN-leaf // Residence~Rural // aGroup~15-24 + 35+,Residence,aGroup,PoorerHousehold,Under5,Education,,,
DHS,Women,Azerbaijan,2006,1,No,ProfessionalHelp ~ PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,1685.601517,0.898846690466048,0.122635303727008,0.997421793661118,0.222555016839131,0.784844588063359,0.212577205597759,MAX-leaf // Residence ~ Urban // PoorerHousehold ~ 0 // Under5 ~ 2 + 3 + 4,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Under5~1,Residence,PoorerHousehold,Education,aGroup,Under5,MarriageStatus,,
DHS,Individual,Azerbaijan,2006,1,No,ChildMarriage15 ~ PoorerHousehold + Residence + Education + Sex,1699.661623,0.005784341345924,0.336564904601603,0.011874768170051,0.209267874962192,0.152360571948973,-0.140485803778922,MAX-leaf // Sex ~ Female // Education ~ Lower + Secondary // Residence ~ Rural,MIN-leaf // Sex~Female // Education~Higher,Education,Sex,Residence,PoorerHousehold,,,,
DHS,Individual,Azerbaijan,2006,1,No,ChildMarriage18 ~ PoorerHousehold + Residence + Education + Sex,1699.661623,0.097005800901113,0.336564904601603,0.162167844369394,0.209267874962192,0.003982045035318,0.158185799334076,MAX-leaf // Sex ~ Female // Education ~ Lower + Secondary // Residence ~ Rural,MIN-leaf // Sex~Male,Education,Sex,Residence,PoorerHousehold,,,,
DHS,Women,Azerbaijan,2006,1,No,TeenagePregnancy ~ PoorerHousehold + Residence + Education,1531.164864,0.063042305416956,0.43668927345501,0.097429349442404,0.491623361205865,0.032498579151933,0.064930770290471,MAX-leaf // Residence ~ Rural,MIN-leaf // Residence~Urban // PoorerHousehold~0,Residence,PoorerHousehold,Education,,,,,
DHS,Women,Azerbaijan,2006,1,No,AdolescentBirthRate ~ PoorerHousehold + Residence + Education,1343.977047,0.159108730671648,0.365949448391138,0.225699616458537,0.192682916406979,0.022634398853324,0.203065217605213,MAX-leaf // Education ~ Lower + Secondary // PoorerHousehold ~ 1,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,,,,,
DHS,Women,Azerbaijan,2006,1,No,EmotionalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,4312.682023,0.063411781935587,0.128884546098149,0.100177383497476,0.174910080775042,0.040082917861633,0.060094465635844,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 1 + 2 + 3,MIN-leaf // PoorerHousehold~0 // Under5~1 + 2 + 3 + 4,PoorerHousehold,Under5,Residence,aGroup,Education,,,
DHS,Women,Azerbaijan,2006,1,No,SexualViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,4312.682023,0.023489469072782,0.129100296296062,0.041448246229622,0.123574765808789,0.007605471737291,0.033842774492331,MAX-leaf // Residence ~ Urban // Under5 ~ 0 // aGroup ~ 15-24 + 25-34,MIN-leaf // Residence~Rural // PoorerHousehold~0,aGroup,PoorerHousehold,Residence,Under5,Education,,,
DHS,Women,Azerbaijan,2006,1,No,PhysicalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,4312.682023,0.119667544522793,0.069952916396591,0.184176250113591,0.122771790541535,0.07100188814333,0.113174361970261,MAX-leaf // PoorerHousehold ~ 1 // Residence ~ Urban,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,Residence,Education,Under5,aGroup,,,
DHS,Women,Azerbaijan,2006,1,No,AllViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,4312.682023,0.137483665579302,0.121125116160691,0.193461800406874,0.122771790541535,0.089035586589174,0.1044262138177,MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,Residence,Education,aGroup,Under5,,,
DHS,Women,Azerbaijan,2006,1,No,SexualPhysicalViolence ~ PoorerHousehold + Residence + aGroup + Under5 + Education,4312.682023,0.123372492839127,0.069952916396591,0.186198218845613,0.122771790541535,0.073387563282556,0.112810655563058,MAX-leaf // PoorerHousehold ~ 1 // Residence ~ Urban,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,Residence,Education,Under5,aGroup,,,
DHS,Individual,Azerbaijan,2006,1,No,MobilePhonePR ~ PoorerHousehold + Residence + Education + aGroup + Sex,30080.853501,0.570713528937245,0.202693480282972,0.781145421024172,0.070904718043625,0.237226733772903,0.543918687251269,MAX-leaf // PoorerHousehold ~ 0 // aGroup ~ 15-24 + 25-34,MIN-leaf // PoorerHousehold~1 // Residence~Urban,PoorerHousehold,Residence,aGroup,Education,,,,
DHS,Women,Bangladesh,2011,0,No,ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + Under5 + Education,12424.268646,0.696932965691122,0.177589606025654,0.754569906023743,0.20092727492686,0.633487735010228,0.121082171013515,MAX-leaf // aGroup ~ 15-24 + 25-34 // Residence ~ Urban,MIN-leaf // aGroup~35+ // PoorerHousehold~0,aGroup,Under5,Residence,PoorerHousehold,Education,,,
DHS,Women,Bangladesh,2011,0,No,ProfessionalHelp ~ PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,7350.194376,0.302498460892403,0.133843505991112,0.663236573768687,0.180129593078941,0.087982226466935,0.575254347301752,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Education~Lower // aGroup~25-34 + 35+,PoorerHousehold,Education,Residence,Under5,aGroup,,,
DHS,Women,Bangladesh,2014,0.5,No,ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + Under5 + Education,12543.75998,0.726452804544176,0.194111248451997,0.798037787749073,0.123085836899121,0.639213713805437,0.158824073943636,MAX-leaf // aGroup ~ 25-34 // Under5 ~ 0,MIN-leaf // aGroup~15-24 + 35+ // Under5~0 // Education~Secondary + Higher,aGroup,Under5,Education,Residence,,,,
DHS,Women,Bangladesh,2014,0.5,No,ProfessionalHelp ~ PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,4626.915117,0.432330090225859,0.095146083052727,0.832933525973812,0.266522481138485,0.196825026961237,0.636108499012575,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher,MIN-leaf // PoorerHousehold~1 // Education~Lower,PoorerHousehold,Education,Residence,Under5,MarriageStatus,aGroup,,
DHS,Individual,Bangladesh,2014,0.5,No,ChildMarriage15 ~ PoorerHousehold + Residence + Education,3841.287189,0.221476957629267,0.187028485414294,0.37750816893988,0.199915108976768,0.012582734169855,0.364925434770025,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,,,,,
DHS,Individual,Bangladesh,2014,0.5,No,ChildMarriage18 ~ PoorerHousehold + Residence + Education,3841.287189,0.580016509148335,0.187028485414294,0.765994049873676,0.199915108976768,0.16601067595174,0.599983373921936,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,,,,,
DHS,Women,Bangladesh,2014,0.5,No,TeenagePregnancy ~ PoorerHousehold + Residence + Education,4597.484574,0.296032585448323,0.243729945356853,0.429835555399157,0.16871268440715,0.100624992100214,0.329210563298943,MAX-leaf // Education ~ Lower,MIN-leaf // Education~Higher,Education,Residence,PoorerHousehold,,,,,
DHS,Women,Bangladesh,2014,0.5,No,AdolescentBirthRate ~ PoorerHousehold + Residence + Education,3830.32413,0.576247151699927,0.187381057487686,0.776629920090892,0.199539062246411,0.132989782922537,0.643640137168355,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,,,,,
DHS,Individual,Bangladesh,2014,0.5,No,BankAccountPR ~ PoorerHousehold + Residence + Education + aGroup + Sex,81203.001996,0.318905054671201,0.111275771928298,0.639906804667057,0.121573864615082,0.066022765742342,0.573884038924715,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // aGroup~35+,PoorerHousehold,Education,aGroup,Residence,Sex,,,
DHS,Individual,Bangladesh,2014,0.5,No,MobilePhonePR ~ PoorerHousehold + Residence + Education + aGroup + Sex,57747.877062,0.529062793099703,0.09859222289483,0.902035155152804,0.142867578424435,0.179225210549953,0.722809944602851,MAX-leaf // Sex ~ Male // aGroup ~ 25-34,MIN-leaf // Sex~Female // Education~Lower // PoorerHousehold~1,Sex,Education,aGroup,PoorerHousehold,Residence,,,
MICS,Women,Bangladesh,2019,1,No,EarlyChildBearing ~ PoorerHousehold + Residence + Education,10403.6098633454,0.371825445185147,0.207425544458027,0.51227117553075,0.179418834257688,0.259555844212248,0.252715331318502,MAX-leaf // Education ~ Lower,MIN-leaf // Education~Secondary // PoorerHousehold~0 // Residence~Urban,Education,PoorerHousehold,Residence,,,,,
MICS,Women,Bangladesh,2019,1,No,NoEarlyChildbearing ~ PoorerHousehold + Residence + Education,10403.6098633454,0.628174554814853,0.179418834257688,0.740444155787748,0.207425544458027,0.48772882446925,0.252715331318498,MAX-leaf // Education ~ Secondary // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // Education~Lower,Education,PoorerHousehold,Residence,,,,,
MICS,Women,Bangladesh,2019,1,No,ProfessionalHelp ~ PoorerHousehold + Residence + aGroup + MarriageStatus + NUnder5 + Education,9183.04151671749,0.589752345396147,0.144636864265835,0.843744169353893,0.204069459739668,0.29634127363043,0.547402895723463,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Secondary // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Education~Lower,PoorerHousehold,Education,Residence,aGroup,NUnder5,MarriageStatus,,
MICS,Women,Bangladesh,2019,1,No,ReasonBeating ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education,64377.6557938163,0.253702041971915,0.205610394077181,0.368034708464724,0.202586689448961,0.149109517782843,0.218925190681881,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Education~Secondary // PoorerHousehold~0 // aGroup~15-24,Education,PoorerHousehold,aGroup,Residence,NUnder5,,,
