TreeID,IndicatorName.x,,SurveyID.x,FormularString.x,Latest...1.x,Sample.Size.x,Overall.Mean.x,Overall.Mean,,Max.Leaf.Size.x,Max.Leaf.Access.x,Min.Leaf.Size.x,Min.Leaf.Access.x,Max.Leaf.Characteristics.x,Min.Leaf.Characteristics.x,Sample.Size,Overall.Mean,Max.Leaf.Size,Max.Leaf.Access,Min.Leaf.Size,Min.Leaf.Access,Max.Leaf.Characteristics,Min.Leaf.Characteristics,,,,,,InUse.x.x,Latest...1.y,Sample.Size.y,Overall.Mean.y,Max.Leaf.Size.y,Max.Leaf.Access.y,Min.Leaf.Size.y,Min.Leaf.Access.y,Max.Leaf.Characteristics.y,Min.Leaf.Characteristics.y,InUse.y.x,VariableID.x,DatasetSource.x,MergeResult,AnaResult,Country_ISO.x,Year.x,data1,IndicatorName.y,Country_ISO.y,Year.y,Analysis,Sample.Size,Overall.Mean,Max.Leaf.Size,Max.Leaf.Access,Min.Leaf.Size,Min.Leaf.Access,Max.Leaf.Characteristics,Min.Leaf.Characteristics,FormularString.y,SurveyID.y,Country,Year.y,SurveySource,CountryCode,VersionCode,MetadataFile,InUse.x.y,MICS_Education_data,AdditionalVariables,Religion_data,Ethnicity_data,Language_data,VariableID.y,SurveySouce,DatasetSource.y,InUse.y.y,data2
BGD+2011+Overweight+MotherEducation+PoorerHousehold+Residence+Sex+Under5,Overweight,,BGD61,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0,8053.204165,1.57%,1.57%,0.00%,0.126046649160049,0.031096303402473,0.268123181625559,0.004184255632642,MAX-leaf // MotherEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // MotherEducation~Lower // Sex~Male,8053.204165,0.015721694794509,0.089892215715358,0.028699280992462,0.166213496215268,0.004110989492057,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // MotherEducation~Lower // Sex~Male,,,,,,NAN,0,8053.204165,0.015721694794509,0.126046649160049,0.031096303402473,0.268123181625559,0.004184255632642,MAX-leaf // MotherEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // MotherEducation~Lower // Sex~Male,Y,K15,,Both,Other,BGD,2011,1,Overweight,BGD,2011,Overweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.015721694794509,0.089892215715358,0.028699280992462,0.166213496215268,0.004110989492057,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // MotherEducation~Lower // Sex~Male,MotherEducation+PoorerHousehold+Residence+Sex+Under5,BGD61,Bangladesh,2011,DHS,BD,61,,Y,,,,,,K15,,,Y,1
BGD+2011+SafeSanitation+HighestEducation+PoorerHousehold+Residence,SafeSanitation,,BGD61,HighestEducation+PoorerHousehold+Residence,0,17141.000477,33.65%,33.65%,0.00%,0.206989136413639,0.642953976421305,0.226391251561249,0.11865875020977,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,17141.000477,0.336522018463275,0.091151490666865,0.653394579856238,0.226391251561249,0.11865875020977,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H16,HR+HH,Both,All,BGD,2011,1,SafeSanitation,BGD,2011,SafeSanitation ~ PoorerHousehold + Residence + HighestEducation,17141.000477,0.336522018463275,0.091151490666865,0.653394579856238,0.226391251561249,0.11865875020977,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,HighestEducation+PoorerHousehold+Residence,BGD61,Bangladesh,2011,DHS,BD,61,,Y,,,,,,H16,BOTH,HR+HH,Y,1
BGD+2011+SecondaryEducation2035+PoorerHousehold+Residence+Sex,SecondaryEducation2035,,BGD61,PoorerHousehold+Residence+Sex,0,21580.704436,20.48%,20.48%,0.00%,0.113807956792316,0.3906411497369,0.202817928996728,0.024326164577411,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,21580.704436,0.204831187327976,0.113807956792316,0.3906411497369,0.202817928996728,0.024326164577411,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,,,,,,Y,0,21580.704436,0.204831187327976,0.113807956792316,0.3906411497369,0.202817928996728,0.024326164577411,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,Y,E14,,Both,Two,BGD,2011,1,SecondaryEducation2035,BGD,2011,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,21580.704436,0.204831187327976,0.113807956792316,0.3906411497369,0.202817928996728,0.024326164577411,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold+Residence+Sex,BGD61,Bangladesh,2011,DHS,BD,61,,Y,,,,,,E14,,,Y,1
BGD+2011+Stunting+MotherEducation+PoorerHousehold+Residence+Sex+Under5,Stunting,,BGD61,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0,8053.204165,41.40%,41.40%,0.00%,0.177241554511118,0.536359420418395,0.118004440161862,0.275878486118958,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 2 + 3 + 4 + 5,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary + Higher // Residence~Urban,8053.204165,0.413984058729002,0.178025351850744,0.535759066874105,0.293776153879492,0.313143293204828,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 2 + 3 + 4 + 5 + 6,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary,,,,,,NAN,0,8053.204165,0.413984058729002,0.177241554511118,0.536359420418395,0.118004440161862,0.275878486118958,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 2 + 3 + 4 + 5,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary + Higher // Residence~Urban,Y,K16,,Both,Other,BGD,2011,1,Stunting,BGD,2011,Stunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.413984058729002,0.178025351850744,0.535759066874105,0.293776153879492,0.313143293204828,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 2 + 3 + 4 + 5 + 6,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary,MotherEducation+PoorerHousehold+Residence+Sex+Under5,BGD61,Bangladesh,2011,DHS,BD,61,,Y,,,,,,K16,,,Y,1
BGD+2011+Wasting+MotherEducation+PoorerHousehold+Residence+Sex+Under5,Wasting,,BGD61,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0,8053.204165,15.86%,15.86%,0.00%,0.292232953465673,0.187229178221646,0.092263366453469,0.111514273506084,MAX-leaf // MotherEducation ~ Lower // Under5 ~ 1 + 6,MIN-leaf // MotherEducation~Secondary + Higher // Under5~0 + 1 + 5 // Residence~Urban,8053.204165,0.158555051981598,0.473715265854057,0.178709665487613,0.268228622141236,0.129970605798711,MAX-leaf // MotherEducation ~ Lower // Residence ~ Rural,MIN-leaf // MotherEducation~Secondary // Under5~0 + 1,,,,,,NAN,0,8053.204165,0.158555051981598,0.292232953465673,0.187229178221646,0.092263366453469,0.111514273506084,MAX-leaf // MotherEducation ~ Lower // Under5 ~ 1 + 6,MIN-leaf // MotherEducation~Secondary + Higher // Under5~0 + 1 + 5 // Residence~Urban,Y,K17,,Both,Other,BGD,2011,1,Wasting,BGD,2011,Wasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.158555051981598,0.473715265854057,0.178709665487613,0.268228622141236,0.129970605798711,MAX-leaf // MotherEducation ~ Lower // Residence ~ Rural,MIN-leaf // MotherEducation~Secondary // Under5~0 + 1,MotherEducation+PoorerHousehold+Residence+Sex+Under5,BGD61,Bangladesh,2011,DHS,BD,61,,Y,,,,,,K17,,,Y,1
BGD+2014+AccessElectricity+HighestEducation+PoorerHousehold+Residence,AccessElectricity,,BGD70,HighestEducation+PoorerHousehold+Residence,0.5,17300.000643,72.86%,72.86%,0.00%,0.244025476363675,0.992948142743714,0.187345070551278,0.340054388541022,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,17300.000643,0.728611738930789,0.244025476363675,0.992948142743714,0.187313416737425,0.340111853823019,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H11,HR+HH,Both,All,BGD,2014,1,AccessElectricity,BGD,2014,AccessElectricity ~ PoorerHousehold + Residence + HighestEducation,17300.000643,0.728611738930789,0.244025476363675,0.992948142743714,0.187313416737425,0.340111853823019,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,HighestEducation+PoorerHousehold+Residence,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,H11,BOTH,HR+HH,Y,1
BGD+2014+BasicWater+HighestEducation+PoorerHousehold+Residence,BasicWater,,BGD70,HighestEducation+PoorerHousehold+Residence,0.5,17300.000643,94.17%,94.17%,0.00%,0.115903486212373,0.975407538909043,0.187313416737425,0.894383404060156,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,17300.000643,0.941744436962909,0.115903486212373,0.975407538909043,0.187313416737425,0.894383404060156,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H12,HR+HH,Both,All,BGD,2014,1,BasicWater,BGD,2014,BasicWater ~ PoorerHousehold + Residence + HighestEducation,17300.000643,0.941744436962909,0.115903486212373,0.975407538909043,0.187313416737425,0.894383404060156,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,HighestEducation+PoorerHousehold+Residence,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,H12,BOTH,HR+HH,Y,1
BGD+2014+CleanFuel+HighestEducation+PoorerHousehold+Residence,CleanFuel,,BGD70,HighestEducation+PoorerHousehold+Residence,0.5,17300.000643,17.23%,17.23%,0.00%,0.105441384057872,0.618297367400477,0.36991167596224,0.000358391585564,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,17300.000643,0.172325491803162,0.105388640071393,0.618606807468818,0.36991167596224,0.000358391585564,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H13,HR+HH,Both,All,BGD,2014,1,CleanFuel,BGD,2014,CleanFuel ~ PoorerHousehold + Residence + HighestEducation,17300.000643,0.172325491803162,0.105388640071393,0.618606807468818,0.36991167596224,0.000358391585564,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,HighestEducation+PoorerHousehold+Residence,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,H13,BOTH,HR+HH,Y,1
BGD+2014+Covid+aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,Covid,,BGD70,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,0,81203.001996,11.53%,11.53%,0.00%,0.144000588741487,0.278979499891979,0.396799113136058,0.008340471572593,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // aGroupPR ~ 25-59 + 60+,MIN-leaf // PoorerHousehold~1,81203.001996,0.115284692448453,0.144000588741487,0.278979499891979,0.396799113136058,0.008340471572593,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // aGroupPR ~ 25-59 + 60+,MIN-leaf // PoorerHousehold~1,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C11,PR+HL,Both,All,BGD,2014,1,Covid,BGD,2014,Covid ~ PoorerHousehold + Residence + aGroupPR + EducationPR + Sex,81203.001996,0.115284692448453,0.144000588741487,0.278979499891979,0.396799113136058,0.008340471572593,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // aGroupPR ~ 25-59 + 60+,MIN-leaf // PoorerHousehold~1,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,C11,BOTH,PR+HL,Y,1
BGD+2014+HandWashPR+aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,HandWashPR,,BGD70,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,0,81203.001996,28.16%,28.16%,0.00%,0.111275771928298,0.67350384402685,0.251081962868885,0.061060628458758,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 + 60+,81203.001996,0.281592354826074,0.111275771928298,0.67350384402685,0.251081962868885,0.061060628458758,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 + 60+,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C13,,Both,All,BGD,2014,1,HandWashPR,BGD,2014,HandWashPR ~ PoorerHousehold + Residence + aGroupPR + EducationPR + Sex,81203.001996,0.281592354826074,0.111275771928298,0.67350384402685,0.251081962868885,0.061060628458758,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 + 60+,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,C13,,,Y,1
BGD+2014+HigherEducation2535+PoorerHousehold+Residence+Sex,HigherEducation2535,,BGD70,PoorerHousehold+Residence+Sex,0.5,14748.732496,13.57%,13.57%,0.00%,0.133226248868023,0.286785969818331,0.192980644185656,0.012316371979773,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,14748.732496,0.135666535381441,0.133226248868023,0.286785969818331,0.192980644185656,0.012316371979773,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,,,,,,Y,0.5,14748.732496,0.135666535381441,0.133226248868023,0.286785969818331,0.192980644185656,0.012316371979773,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,Y,E11,,Both,Two,BGD,2014,1,HigherEducation2535,BGD,2014,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,14748.732496,0.135666535381441,0.133226248868023,0.286785969818331,0.192980644185656,0.012316371979773,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold+Residence+Sex,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,E11,,,Y,1
BGD+2014+LearningPR+aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,LearningPR,,BGD70,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,0,81203.001996,91.98%,91.98%,0.00%,0.266006996577103,0.994046710072903,0.178701281619062,0.803533192549027,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // aGroupPR~25-59 + 60+,81203.001996,0.919813809084044,0.266006996577103,0.994046710072903,0.178701281619062,0.803533192549027,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // aGroupPR~25-59 + 60+,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C15,,Both,All,BGD,2014,1,LearningPR,BGD,2014,LearningPR ~ PoorerHousehold + Residence + aGroupPR + EducationPR + Sex,81203.001996,0.919813809084044,0.266006996577103,0.994046710072903,0.178701281619062,0.803533192549027,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // aGroupPR~25-59 + 60+,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,C15,BOTH,,Y,1
BGD+2014+NotCrowdedPR+aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,NotCrowdedPR,,BGD70,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,0,81203.001996,40.77%,40.77%,0.00%,0.154731224648803,0.59108761389906,0.11239917000174,0.23939186315288,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 // Sex~Female,81203.001996,0.407676169295203,0.154731224648803,0.59108761389906,0.11239917000174,0.23939186315288,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 // Sex~Female,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C17,,Both,All,BGD,2014,1,NotCrowdedPR,BGD,2014,NotCrowdedPR ~ PoorerHousehold + Residence + aGroupPR + EducationPR + Sex,81203.001996,0.407676169295203,0.154731224648803,0.59108761389906,0.11239917000174,0.23939186315288,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 // Sex~Female,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,C17,,,Y,1
BGD+2014+NotOverweight+MotherEducation+PoorerHousehold+Residence+Sex+Under5,NotOverweight,,BGD70,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0.5,7396.089136,98.58%,98.58%,0.00%,0.236488193805889,0.99536289420071,0.153445210858259,0.970342351403345,MAX-leaf // MotherEducation ~ Lower // Sex ~ Male,MIN-leaf // MotherEducation~Secondary + Higher // Under5~2 + 4 + 5 + 6,7396.089136,0.985800020379852,0.103248772555085,0.998749754341763,0.096090011887601,0.961550784822666,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Under5 ~ 2 + 3 + 4 + 7,MIN-leaf // PoorerHousehold~0 // Under5~2 + 3 + 4 + 5 + 6 // Sex~Male,,,,,,NAN,0.5,7396.089136,0.985800020379852,0.236488193805889,0.99536289420071,0.153445210858259,0.970342351403345,MAX-leaf // MotherEducation ~ Lower // Sex ~ Male,MIN-leaf // MotherEducation~Secondary + Higher // Under5~2 + 4 + 5 + 6,Y,K11,,Both,Other,BGD,2014,1,NotOverweight,BGD,2014,NotOverweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.985800020379852,0.103248772555085,0.998749754341763,0.096090011887601,0.961550784822666,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Under5 ~ 2 + 3 + 4 + 7,MIN-leaf // PoorerHousehold~0 // Under5~2 + 3 + 4 + 5 + 6 // Sex~Male,MotherEducation+PoorerHousehold+Residence+Sex+Under5,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,K11,,,Y,1
BGD+2014+NotStunting+MotherEducation+PoorerHousehold+Residence+Sex+Under5,NotStunting,,BGD70,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0.5,7396.089136,63.61%,63.61%,0.00%,0.084589998375596,0.805755217711804,0.18183072922338,0.505031443303247,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // MotherEducation~Lower // Under5~1 + 3 + 4,7396.089136,0.636077618927171,0.3187390012007,0.734166777103686,0.145320455072461,0.505361319507768,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary,MIN-leaf // PoorerHousehold~1 // Under5~2 + 3 + 4 + 7,,,,,,NAN,0.5,7396.089136,0.636077618927171,0.084589998375596,0.805755217711804,0.18183072922338,0.505031443303247,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // MotherEducation~Lower // Under5~1 + 3 + 4,Y,K12,,Both,Other,BGD,2014,1,NotStunting,BGD,2014,NotStunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.636077618927171,0.3187390012007,0.734166777103686,0.145320455072461,0.505361319507768,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary,MIN-leaf // PoorerHousehold~1 // Under5~2 + 3 + 4 + 7,MotherEducation+PoorerHousehold+Residence+Sex+Under5,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,K12,,,Y,1
BGD+2014+NotWasting+MotherEducation+PoorerHousehold+Residence+Sex+Under5,NotWasting,,BGD70,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0.5,7396.089136,85.27%,85.27%,0.00%,0.216757115756857,0.881615912973113,0.21414552540893,0.813758659421247,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Male,7396.089136,0.852696798542207,0.216757115756857,0.881615912973113,0.21414552540893,0.813758659421247,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Male,,,,,,NAN,0.5,7396.089136,0.852696798542207,0.216757115756857,0.881615912973113,0.21414552540893,0.813758659421247,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Male,Y,K13,,Both,Other,BGD,2014,1,NotWasting,BGD,2014,NotWasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.852696798542207,0.216757115756857,0.881615912973113,0.21414552540893,0.813758659421247,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Male,MotherEducation+PoorerHousehold+Residence+Sex+Under5,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,K13,,,Y,1
BGD+2014+Overweight+MotherEducation+PoorerHousehold+Residence+Sex+Under5,Overweight,,BGD70,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0.5,7396.089136,1.42%,1.42%,0.00%,0.153445210858259,0.029657648596657,0.236488193805889,0.00463710579929,MAX-leaf // MotherEducation ~ Secondary + Higher // Under5 ~ 2 + 4 + 5 + 6,MIN-leaf // MotherEducation~Lower // Sex~Male,7396.089136,0.014199979620148,0.096090011887601,0.038449215177335,0.103248772555085,0.001250245658237,MAX-leaf // PoorerHousehold ~ 0 // Under5 ~ 2 + 3 + 4 + 5 + 6 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // MotherEducation~Lower // Under5~2 + 3 + 4 + 7,,,,,,NAN,0.5,7396.089136,0.014199979620148,0.153445210858259,0.029657648596657,0.236488193805889,0.00463710579929,MAX-leaf // MotherEducation ~ Secondary + Higher // Under5 ~ 2 + 4 + 5 + 6,MIN-leaf // MotherEducation~Lower // Sex~Male,Y,K15,,Both,Other,BGD,2014,1,Overweight,BGD,2014,Overweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.014199979620148,0.096090011887601,0.038449215177335,0.103248772555085,0.001250245658237,MAX-leaf // PoorerHousehold ~ 0 // Under5 ~ 2 + 3 + 4 + 5 + 6 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // MotherEducation~Lower // Under5~2 + 3 + 4 + 7,MotherEducation+PoorerHousehold+Residence+Sex+Under5,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,K15,,,Y,1
BGD+2014+SafeSanitation+HighestEducation+PoorerHousehold+Residence,SafeSanitation,,BGD70,HighestEducation+PoorerHousehold+Residence,0.5,17300.000643,45.00%,45.00%,0.00%,0.217257643023313,0.739735356610615,0.187345070551278,0.202856100995697,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,17300.000643,0.450049460093537,0.115903486212373,0.759338605923457,0.187313416737425,0.202890381344492,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H16,HR+HH,Both,All,BGD,2014,1,SafeSanitation,BGD,2014,SafeSanitation ~ PoorerHousehold + Residence + HighestEducation,17300.000643,0.450049460093537,0.115903486212373,0.759338605923457,0.187313416737425,0.202890381344492,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,HighestEducation+PoorerHousehold+Residence,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,H16,BOTH,HR+HH,Y,1
BGD+2014+SafeSanitationPR+aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,SafeSanitationPR,,BGD70,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,0,81203.001996,48.41%,48.41%,0.00%,0.154731224648803,0.712185621862793,0.126707664249984,0.275820613555655,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 + 60+ // Sex~Female,81203.001996,0.484120171110626,0.154731224648803,0.712185621862793,0.126707664249984,0.275820613555655,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 + 60+ // Sex~Female,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C19,,Both,All,BGD,2014,1,SafeSanitationPR,BGD,2014,SafeSanitationPR ~ PoorerHousehold + Residence + aGroupPR + EducationPR + Sex,81203.001996,0.484120171110626,0.154731224648803,0.712185621862793,0.126707664249984,0.275820613555655,MAX-leaf // PoorerHousehold ~ 0 // EducationPR ~ Secondary + Higher // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // aGroupPR~0-24 + 60+ // Sex~Female,aGroupPR+EducationPR+PoorerHousehold+Residence+Sex,BGD70,Bangladesh,2014,DHS,BD,70,,Y,,,,,,C19,,,Y,1
