"TreeID","IndicatorName.x","SurveyID.x","FormularString.x","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","InUse.x.x","Latest...1.y","Sample.Size.y","Overall.Mean.y","Max.Leaf.Size.y","Max.Leaf.Access.y","Min.Leaf.Size.y","Min.Leaf.Access.y","Max.Leaf.Characteristics.y","Min.Leaf.Characteristics.y","InUse.y.x","VariableID.x","DatasetSource.x","MergeResult","AnaResult","Country_ISO.x","Year.x","data1","IndicatorName.y","Country_ISO.y","Year.y","Analysis","Sample.Size","Overall.Mean","Max.Leaf.Size","Max.Leaf.Access","Min.Leaf.Size","Min.Leaf.Access","Max.Leaf.Characteristics","Min.Leaf.Characteristics","FormularString.y","SurveyID.y","Country","Year.y","SurveySource","CountryCode","VersionCode","MetadataFile","InUse.x.y","MICS_Education_data","AdditionalVariables","Religion_data","Ethnicity_data","Language_data","VariableID.y","SurveySouce","DatasetSource.y","InUse.y.y","data2"
"AFG+2010+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"ContraceptiveMethod","AFG","2010","ContraceptiveMethod~PoorerHousehold+Residence+aGroup+NUnder5+Education+Ethnicity","3142.149489","0.953863700785879","0.069177212529496","0.989060817354694","0.042948596326316","0.848631017012038","MAX-leaf//Residence~Rural//Ethnicity~Dari+MinorEthnicity//aGroup~25-34//NUnder5~2+3+4+5+6+8","MIN-leaf//Residence~Urban//aGroup~15-24+35+//Education~Higher","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Residence","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","W11","BOTH","IR+WM","Y",1
"AFG+2010+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"ContraceptiveMethod","AFG","2010","ContraceptiveMethod~PoorerHousehold+Residence+aGroup+NUnder5+Education","3142.149489","0.953863700785879","0.696294484924807","0.970052773819271","0.183612328127524","0.896727470336239","MAX-leaf//Residence~Rural","MIN-leaf//Residence~Urban//aGroup~15-24+35+","aGroup+Education+NUnder5+PoorerHousehold+Residence","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","W11","BOTH","IR+WM","Y",1
"AFG+2010+HigherEducation2535+Ethnicity+PoorerHousehold+Residence+Sex","HigherEducation2535","AFG2010","Ethnicity+PoorerHousehold+Residence+Sex","0","14925.451176","0.034523047372166","0.085282186983182","0.125296760652054","0.226163521436989","0.000265466869668","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female // Ethnicity~Pashto + Uzbek/Turkmen","Y","0","14925.451176","0.034523047372166","0.085282186983182","0.125296760652054","0.226163521436989","0.000265466869668","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female // Ethnicity~Pashto + Uzbek/Turkmen","Y","E11","","Both","Two","AFG","2010",1,"HigherEducation2535","AFG","2010","HigherEducation2535~PoorerHousehold+Residence+Sex+Ethnicity","14925.451176","0.034523047372166","0.085282186983182","0.125296760652054","0.403894227445095","0.002775241624809","MAX-leaf//Residence~Urban//Sex~Male","MIN-leaf//Residence~Rural//Sex~Female","Ethnicity+PoorerHousehold+Residence+Sex","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","E11","","","Y",1
"AFG+2010+HigherEducation2535+PoorerHousehold+Residence+Sex","HigherEducation2535","AFG2010","PoorerHousehold+Residence+Sex","0","14925.451176","0.034523047372166","0.085282186983182","0.125296760652054","0.403894227445095","0.002775241624809","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female","Y","0","14925.451176","0.034523047372166","0.085282186983182","0.125296760652054","0.403894227445095","0.002775241624809","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female","Y","E11","","Both","Two","AFG","2010",1,"HigherEducation2535","AFG","2010","HigherEducation2535~PoorerHousehold+Residence+Sex","14925.451176","0.034523047372166","0.085282186983182","0.125296760652054","0.403894227445095","0.002775241624809","MAX-leaf//Residence~Urban//Sex~Male","MIN-leaf//Residence~Rural//Sex~Female","PoorerHousehold+Residence+Sex","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","E11","","","Y",1
"AFG+2010+HigherEducation35++Ethnicity+PoorerHousehold+Residence+Sex","HigherEducation35+","AFG2010","Ethnicity+PoorerHousehold+Residence+Sex","0","18332.324925","0.028914392264406","0.09863402887509","0.146191032004581","0.375143519391876","0.001957140331078","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female","Y","0","18332.324925","0.028914392264406","0.09863402887509","0.146191032004581","0.375143519391876","0.001957140331078","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female","Y","E12","","ALL","Two","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+HigherEducation35++PoorerHousehold+Residence+Sex","HigherEducation35+","AFG2010","PoorerHousehold+Residence+Sex","0","18332.324925","0.028914392264406","0.09863402887509","0.146191032004581","0.375143519391876","0.001957140331078","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female","Y","0","18332.324925","0.028914392264406","0.09863402887509","0.146191032004581","0.375143519391876","0.001957140331078","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female","Y","E12","","ALL","Two","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+HigherEducation35plus+Ethnicity+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"HigherEducation35plus","AFG","2010","HigherEducation35plus~PoorerHousehold+Residence+Sex+Ethnicity","18371.680369","0.028870119518026","0.098756614341137","0.1458756831638","0.374785016433132","0.001954815888899","MAX-leaf//Residence~Urban//Sex~Male","MIN-leaf//Residence~Rural//Sex~Female","Ethnicity+PoorerHousehold+Residence+Sex","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","E13","","","Y",1
"AFG+2010+HigherEducation35plus+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"HigherEducation35plus","AFG","2010","HigherEducation35plus~PoorerHousehold+Residence+Sex","18371.680369","0.028870119518026","0.098756614341137","0.1458756831638","0.374785016433132","0.001954815888899","MAX-leaf//Residence~Urban//Sex~Male","MIN-leaf//Residence~Rural//Sex~Female","PoorerHousehold+Residence+Sex","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","E13","","","Y",1
"AFG+2010+InternetUse+","InternetUse","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+InternetUse+","InternetUse","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+InternetUse+","InternetUse","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+InternetUse+","InternetUse","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhone+","MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhone+","MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhone+","MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhone+","MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhoneHH+Ethnicity+HighestEducation+PoorerHousehold+Residence","MobilePhoneHH","AFG2010","Ethnicity+HighestEducation+PoorerHousehold+Residence","0","13116.000075","0.694635997095326","0.099809073994687","0.974530385446452","0.14726004048151","0.284143634993166","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower + Higher // Ethnicity~Dari","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","Both","All","AFG","2010",1,"MobilePhoneHH","AFG","2010","MobilePhoneHH~PoorerHousehold+Residence+HighestEducation+Ethnicity","13116.000075","0.694635997095326","0.122234511804849","0.975282465555648","0.13492348596224","0.268722033851575","MAX-leaf//PoorerHousehold~0//HighestEducation~Secondary+Higher//Residence~Urban","MIN-leaf//PoorerHousehold~1//HighestEducation~Lower//Ethnicity~Dari","Ethnicity+HighestEducation+PoorerHousehold+Residence","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","H14","MICS","","Y",1
"AFG+2010+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence","MobilePhoneHH","AFG2010","HighestEducation+PoorerHousehold+Residence","0","13116.000075","0.694635997095326","0.099809073994687","0.974530385446452","0.421629490269734","0.390436312212187","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","Both","All","AFG","2010",1,"MobilePhoneHH","AFG","2010","MobilePhoneHH~PoorerHousehold+Residence+HighestEducation","13116.000075","0.694635997095326","0.122234511804849","0.975282465555648","0.315802051411624","0.352827028160697","MAX-leaf//PoorerHousehold~0//HighestEducation~Secondary+Higher//Residence~Urban","MIN-leaf//PoorerHousehold~1//HighestEducation~Lower","HighestEducation+PoorerHousehold+Residence","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","H14","MICS","","Y",1
"AFG+2010+NotOverweight+","NotOverweight","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K11","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotOverweight+","NotOverweight","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K11","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotStunting+","NotStunting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotStunting+","NotStunting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotWasting+","NotWasting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K13","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotWasting+","NotWasting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K13","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NoViolenceJustifiedAgainstWomen+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"NoViolenceJustifiedAgainstWomen","AFG","2010","NoViolenceJustifiedAgainstWomen~PoorerHousehold+Residence+aGroup+NUnder5+Education+Ethnicity","21290.172133","0.097516481831631","0.045079622325475","0.250308751600682","0.088896864392487","0.026721584862504","MAX-leaf//Education~Higher//NUnder5~0","MIN-leaf//Education~Lower+Secondary//aGroup~25-34+35+//Residence~Rural//Ethnicity~MinorEthnicity","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Residence","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","V16","","","Y",1
"AFG+2010+NoViolenceJustifiedAgainstWomen+aGroup+Education+NUnder5+PoorerHousehold+Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,0,"NoViolenceJustifiedAgainstWomen","AFG","2010","NoViolenceJustifiedAgainstWomen~PoorerHousehold+Residence+aGroup+NUnder5+Education","21290.172133","0.097516481831631","0.10946181329308","0.229718749271913","0.194853509360303","0.036255888595588","MAX-leaf//Education~Higher","MIN-leaf//Education~Lower+Secondary//aGroup~25-34//Residence~Rural//NUnder5~1+2+3+4+5+6+7+8+9","aGroup+Education+NUnder5+PoorerHousehold+Residence","AFG2010","Afghanistan","2010","MICS","Afghanistan","2010","","Y","Ready","",NA,"Ready","NN","V16","","","Y",1
"AFG+2010+Overweight+","Overweight","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K15","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+Overweight+","Overweight","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K15","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
