Source,Type,Country,Year,Latest = 1,Additional variables,Analysis,Sample Size,Overall Mean,Max Leaf Size,Max Leaf Access,Min Leaf Size,Min Leaf Access,Gap,Max Leaf Characteristics,Min Leaf Characteristics,Most imp. Var.,2nd var,3rd var,4th var,5th var,6th var,7th var,8th var
DHS,Children,Armenia,2015-2016,1,No,Stunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1572.330725,0.094153401473472,0.091758403436402,0.165019200162923,0.168027052323868,0.032516157997277,0.132503042165646,MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban // Under5~0 + 1 + 3 // Sex~Female,Residence,PoorerHousehold,Under5,MotherEducation,Sex,,,
DHS,Children,Armenia,2015-2016,1,No,Overweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1557.046798,0.138226262226962,0.205595762061353,0.184927055189168,0.222925426805316,0.087772048047134,0.097155007142034,MAX-leaf // Residence ~ Rural // Under5 ~ 1,MIN-leaf // Residence~Urban // Under5~0 + 1 // MotherEducation~Higher,Residence,Under5,PoorerHousehold,MotherEducation,,,,
DHS,Children,Armenia,2015-2016,1,No,Wasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1557.046798,0.042390653951302,0.126249416043563,0.075925912087172,0.233618201756837,0.010828702579281,0.065097209507891,MAX-leaf // MotherEducation ~ Lower + Secondary // Residence ~ Rural // Under5 ~ 2,MIN-leaf // MotherEducation~Higher // Under5~2 + 3,MotherEducation,Under5,Residence,PoorerHousehold,,,,
DHS,Children,Azerbaijan,2006,1,No,NotStunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1989.136097,0.749186415774948,0.237010715712732,0.851680286909289,0.16202898207221,0.658105614698204,0.193574672211085,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // Under5~0 + 2 + 3 + 4 // Sex~Female,PoorerHousehold,Residence,Sex,Under5,MotherEducation,,,
DHS,Children,Azerbaijan,2006,1,No,NotOverweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1989.136097,0.869091866869882,0.107628397736528,0.913122595635894,0.264484419539444,0.844482022623476,0.068640573012418,MAX-leaf // Residence ~ Rural // Under5 ~ 1 + 2 + 5 // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban // Sex~Male,PoorerHousehold,Residence,Sex,Under5,MotherEducation,,,
DHS,Children,Azerbaijan,2006,1,No,NotWasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1989.136097,0.931659236788764,0.231633354648232,0.974336466309633,0.232787587384475,0.889403014700954,0.084933451608679,MAX-leaf // PoorerHousehold ~ 0 // Under5 ~ 0 + 2 + 5,MIN-leaf // PoorerHousehold~1 // Sex~Male,PoorerHousehold,Under5,Residence,Sex,MotherEducation,,,
DHS,Children,Azerbaijan,2006,1,No,ChildHealth ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1989.136097,0.671686583444471,0.237010715712732,0.792161298363037,0.232787587384475,0.570569958233086,0.221591340129951,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // Sex~Male,PoorerHousehold,Residence,Sex,Under5,MotherEducation,,,
DHS,Children,Azerbaijan,2006,1,No,Stunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1989.136097,0.250813584225052,0.16202898207221,0.341894385301798,0.237010715712732,0.148319713090711,0.193574672211087,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 0 + 2 + 3 + 4 // Sex ~ Female,MIN-leaf // PoorerHousehold~0 // Sex~Female,PoorerHousehold,Residence,Sex,Under5,MotherEducation,,,
DHS,Children,Azerbaijan,2006,1,No,Overweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1989.136097,0.130908133130118,0.264484419539444,0.155517977376526,0.107628397736528,0.086877404364106,0.06864057301242,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // Under5~1 + 2 + 5 // PoorerHousehold~0,PoorerHousehold,Residence,Sex,Under5,MotherEducation,,,
DHS,Children,Azerbaijan,2006,1,No,Wasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,1989.136097,0.068340763211236,0.232787587384475,0.110596985299045,0.231633354648232,0.025663533690367,0.084933451608678,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // Under5~0 + 2 + 5,PoorerHousehold,Under5,Residence,Sex,MotherEducation,,,
DHS,Children,Bangladesh,2011,0,No,NotStunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.586015941270998,0.118004440161862,0.724121513881043,0.177241554511118,0.463640579581598,0.260480934299445,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Under5~2 + 3 + 4 + 5,PoorerHousehold,MotherEducation,Residence,Under5,,,,
DHS,Children,Bangladesh,2011,0,No,NotOverweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.984278305205491,0.268123181625559,0.995815744367357,0.126046649160049,0.968903696597528,0.026912047769829,MAX-leaf // MotherEducation ~ Lower // Sex ~ Male,MIN-leaf // MotherEducation~Secondary + Higher // Residence~Urban,MotherEducation,Sex,Residence,PoorerHousehold,Under5,,,
DHS,Children,Bangladesh,2011,0,No,NotWasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.841444948018402,0.092263366453469,0.888485726493916,0.292232953465673,0.812770821778352,0.075714904715564,MAX-leaf // MotherEducation ~ Secondary + Higher // Under5 ~ 0 + 1 + 5 // Residence ~ Urban,MIN-leaf // MotherEducation~Lower // Under5~1 + 6,MotherEducation,PoorerHousehold,Under5,Residence,,,,
DHS,Children,Bangladesh,2011,0,No,ChildHealth ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8051.046619,0.495499177409496,0.241206264340475,0.62784082238886,0.16771834382543,0.371085686322996,0.256755136065864,MAX-leaf // MotherEducation ~ Secondary + Higher // PoorerHousehold ~ 0 // Under5 ~ 0 + 1,MIN-leaf // MotherEducation~Lower // PoorerHousehold~1 // Sex~Female,MotherEducation,PoorerHousehold,Residence,Under5,Sex,,,
DHS,Children,Bangladesh,2011,0,No,Stunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.413984058729002,0.177241554511118,0.536359420418395,0.118004440161862,0.275878486118958,0.260480934299437,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 2 + 3 + 4 + 5,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary + Higher // Residence~Urban,PoorerHousehold,MotherEducation,Residence,Under5,,,,
DHS,Children,Bangladesh,2011,0,No,Overweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.015721694794509,0.126046649160049,0.031096303402473,0.268123181625559,0.004184255632642,0.02691204776983,MAX-leaf // MotherEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // MotherEducation~Lower // Sex~Male,MotherEducation,Sex,Residence,PoorerHousehold,Under5,,,
DHS,Children,Bangladesh,2011,0,No,Wasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,8053.204165,0.158555051981598,0.292232953465673,0.187229178221646,0.092263366453469,0.111514273506084,0.075714904715562,MAX-leaf // MotherEducation ~ Lower // Under5 ~ 1 + 6,MIN-leaf // MotherEducation~Secondary + Higher // Under5~0 + 1 + 5 // Residence~Urban,MotherEducation,PoorerHousehold,Under5,Residence,,,,
DHS,Children,Bangladesh,2014,0.5,No,NotStunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.636077618927171,0.084589998375596,0.805755217711804,0.18183072922338,0.505031443303247,0.300723774408557,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // MotherEducation~Lower // Under5~1 + 3 + 4,PoorerHousehold,MotherEducation,Residence,Under5,,,,
DHS,Children,Bangladesh,2014,0.5,No,NotOverweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.985800020379852,0.236488193805889,0.99536289420071,0.153445210858259,0.970342351403345,0.025020542797365,MAX-leaf // MotherEducation ~ Lower // Sex ~ Male,MIN-leaf // MotherEducation~Secondary + Higher // Under5~2 + 4 + 5 + 6,MotherEducation,Under5,PoorerHousehold,Sex,,,,
DHS,Children,Bangladesh,2014,0.5,No,NotWasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.852696798542207,0.216757115756857,0.881615912973113,0.21414552540893,0.813758659421247,0.067857253551866,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Male,PoorerHousehold,MotherEducation,Sex,Residence,Under5,,,
DHS,Children,Bangladesh,2014,0.5,No,ChildHealth ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.543295974008932,0.248639905521008,0.674811724750268,0.144728192740375,0.400915632187868,0.2738960925624,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary + Higher // Under5 ~ 1 + 4 + 5,MIN-leaf // PoorerHousehold~1 // Under5~2 + 3 + 4,PoorerHousehold,MotherEducation,Under5,Residence,,,,
DHS,Children,Bangladesh,2014,0.5,No,Stunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.363922381072829,0.18183072922338,0.494968556696755,0.084589998375596,0.194244782288198,0.300723774408557,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Under5 ~ 1 + 3 + 4,MIN-leaf // PoorerHousehold~0 // MotherEducation~Higher,PoorerHousehold,MotherEducation,Residence,Under5,,,,
DHS,Children,Bangladesh,2014,0.5,No,Overweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.014199979620148,0.153445210858259,0.029657648596657,0.236488193805889,0.00463710579929,0.025020542797367,MAX-leaf // MotherEducation ~ Secondary + Higher // Under5 ~ 2 + 4 + 5 + 6,MIN-leaf // MotherEducation~Lower // Sex~Male,MotherEducation,Under5,PoorerHousehold,Sex,,,,
DHS,Children,Bangladesh,2014,0.5,No,Wasting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,7396.089136,0.147303201457793,0.21414552540893,0.186241340578754,0.216757115756857,0.118384087026888,0.067857253551866,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // Residence~Urban,PoorerHousehold,MotherEducation,Sex,Residence,Under5,,,
MICS,Children,Bangladesh,2019,1,No,NotOverweight ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,22010.6354624118,0.975385397789486,0.136995711241729,0.989840207051932,0.208372136073734,0.950553254319346,0.039286952732586,MAX-leaf // Residence ~ Rural // MotherEducation ~ Lower // Sex ~ Female,MIN-leaf // Residence~Urban,Residence,MotherEducation,PoorerHousehold,Sex,NUnder5,,,
MICS,Children,Bangladesh,2019,1,No,NotStunting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,22050.083285294,0.717789539733633,0.324630163019495,0.794400142396157,0.223454495099273,0.603551260066256,0.190848882329901,MAX-leaf // MotherEducation ~ Secondary // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // MotherEducation~Lower // PoorerHousehold~1,MotherEducation,PoorerHousehold,Residence,Sex,NUnder5,,,
MICS,Children,Bangladesh,2019,1,No,NotWasting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,22010.6354624118,0.899787499597016,0.223175374928906,0.922774194612257,0.217956084698405,0.872566368779915,0.050207825832342,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // Sex~Male,PoorerHousehold,MotherEducation,Sex,NUnder5,,,,
MICS,Children,Bangladesh,2019,1,No,Overweight ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,22010.6354624118,0.024614602210515,0.208372136073734,0.049446745680655,0.136995711241729,0.010159792948069,0.039286952732586,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // MotherEducation~Lower // Sex~Female,Residence,MotherEducation,PoorerHousehold,Sex,NUnder5,,,
MICS,Children,Bangladesh,2019,1,No,Stunting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,22050.083285294,0.282210460266367,0.223454495099273,0.396448739933746,0.324630163019495,0.205599857603839,0.190848882329907,MAX-leaf // MotherEducation ~ Lower // PoorerHousehold ~ 1,MIN-leaf // MotherEducation~Secondary // PoorerHousehold~0 // Residence~Rural,MotherEducation,PoorerHousehold,Residence,Sex,NUnder5,,,
MICS,Children,Bangladesh,2019,1,No,Wasting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,22010.6354624118,0.100212500402984,0.217956084698405,0.127433631220084,0.223175374928906,0.077225805387742,0.050207825832342,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary // Sex~Female,PoorerHousehold,MotherEducation,Sex,NUnder5,,,,
MICS,Children,Bangladesh,2019,1,Yes,NotOverweight ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,22010.6354624118,0.975385397789486,0.136995711241729,0.989840207051932,0.145711817746764,0.947171453271146,0.042668753780786,MAX-leaf // Residence ~ Rural // MotherEducation ~ Lower // Sex ~ Female,MIN-leaf // Residence~Urban // MotherEducation~Secondary,Residence,MotherEducation,PoorerHousehold,Sex,Ethnicity,Religion,NUnder5,
MICS,Children,Bangladesh,2019,1,Yes,NotStunting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,22050.083285294,0.717789539733633,0.324630163019495,0.794400142396157,0.066133171912925,0.535628413140776,0.258771729255381,MAX-leaf // MotherEducation ~ Secondary // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // MotherEducation~Lower // PoorerHousehold~1 // NUnder5~2 + 3 + 4 + 5,MotherEducation,PoorerHousehold,NUnder5,Residence,Ethnicity,Sex,Religion,
MICS,Children,Bangladesh,2019,1,Yes,NotWasting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,22010.6354624118,0.899787499597016,0.064681426886893,0.935683481116544,0.056238416470284,0.850299565235813,0.085383915880731,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary // Sex ~ Female // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Male // NUnder5~2 + 3 + 4 + 5,PoorerHousehold,MotherEducation,Sex,NUnder5,Residence,Ethnicity,Religion,
MICS,Children,Bangladesh,2019,1,Yes,Overweight ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,22010.6354624118,0.024614602210515,0.145711817746764,0.052828546728853,0.136995711241729,0.010159792948069,0.042668753780785,MAX-leaf // Residence ~ Urban // MotherEducation ~ Secondary,MIN-leaf // Residence~Rural // MotherEducation~Lower // Sex~Female,Residence,MotherEducation,PoorerHousehold,Sex,Ethnicity,Religion,NUnder5,
MICS,Children,Bangladesh,2019,1,Yes,Stunting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,22050.083285294,0.282210460266367,0.066133171912925,0.464371586859224,0.324630163019495,0.205599857603839,0.258771729255385,MAX-leaf // MotherEducation ~ Lower // PoorerHousehold ~ 1 // NUnder5 ~ 2 + 3 + 4 + 5,MIN-leaf // MotherEducation~Secondary // PoorerHousehold~0 // Residence~Rural,MotherEducation,PoorerHousehold,NUnder5,Residence,Ethnicity,Sex,Religion,
MICS,Children,Bangladesh,2019,1,Yes,Wasting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Ethnicity,22010.6354624118,0.100212500402984,0.056238416470284,0.149700434764187,0.064681426886893,0.064316518883456,0.085383915880731,MAX-leaf // PoorerHousehold ~ 1 // Sex ~ Male // NUnder5 ~ 2 + 3 + 4 + 5,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary // Sex~Female // Residence~Urban,PoorerHousehold,MotherEducation,Sex,NUnder5,Residence,Ethnicity,Religion,
MICS,Children,Bhutan,2010,1,No,NotOverweight ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5862.659599,0.922840119512114,0.114712057837148,0.956058542496723,0.08743952166137,0.8654690737029,0.090589468793823,MAX-leaf // Residence ~ Rural // NUnder5 ~ 2 + 3 + 4 // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban // NUnder5~1 // MotherEducation~Secondary,Residence,NUnder5,MotherEducation,PoorerHousehold,Sex,,,
MICS,Children,Bhutan,2010,1,No,NotWasting ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5862.659599,0.940193984303676,0.057562715914389,0.96938295447234,0.091109812531349,0.90878401468414,0.0605989397882,MAX-leaf // Residence ~ Rural // Sex ~ Female // PoorerHousehold ~ 0 // NUnder5 ~ 2 + 3 + 4,MIN-leaf // Residence~Urban // NUnder5~2 + 3,NUnder5,Sex,Residence,PoorerHousehold,MotherEducation,,,
MICS,Children,Bhutan,2010,1,No,NotStunting ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5800.4255,0.66290447192193,0.120289638579101,0.799438942011767,0.38517422678733,0.589759751911789,0.209679190099978,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,MotherEducation,Residence,NUnder5,,,,
MICS,Children,Bhutan,2010,1,No,Overweight ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5862.659599,0.077159880487886,0.08743952166137,0.1345309262971,0.114712057837148,0.043941457503277,0.090589468793823,MAX-leaf // Residence ~ Urban // NUnder5 ~ 1 // MotherEducation ~ Secondary,MIN-leaf // Residence~Rural // NUnder5~2 + 3 + 4 // PoorerHousehold~0,Residence,NUnder5,MotherEducation,PoorerHousehold,Sex,,,
MICS,Children,Bhutan,2010,1,No,Wasting ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5862.659599,0.059806015696324,0.091109812531349,0.09121598531586,0.057562715914389,0.03061704552766,0.0605989397882,MAX-leaf // Residence ~ Urban // NUnder5 ~ 2 + 3,MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~0 // NUnder5~2 + 3 + 4,NUnder5,Sex,Residence,PoorerHousehold,MotherEducation,,,
MICS,Children,Bhutan,2010,1,No,Stunting ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5800.4255,0.337095528078069,0.38517422678733,0.410240248088203,0.120289638579101,0.200561057988233,0.20967919009997,MAX-leaf // PoorerHousehold ~ 1,MIN-leaf // PoorerHousehold~0 // MotherEducation~Secondary // Residence~Urban,PoorerHousehold,MotherEducation,Residence,NUnder5,,,,
MICS,Children,Bhutan,2010,1,No,ChildHealth ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5693.796575,0.60217177938079,0.058743807685121,0.728783693621183,0.387011982246662,0.531445740387549,0.197337953233634,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary // NUnder5 ~ 2 + 3 + 4,MIN-leaf // PoorerHousehold~1,PoorerHousehold,MotherEducation,Residence,Sex,NUnder5,,,
MICS,Children,Bhutan,2010,1,No,NotOverweight ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5862.659599,0.922840119512114,0.114712057837148,0.956058542496723,0.292157881773003,0.897268154293726,0.058790388202997,MAX-leaf // Residence ~ Rural // NUnder5 ~ 2 + 3 + 4 // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban,Residence,PoorerHousehold,MotherEducation,NUnder5,Sex,,,
MICS,Children,Bhutan,2010,1,No,NotWasting ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5862.659599,0.940193984303676,0.154599320444018,0.957610582133195,0.292157881773003,0.933488368299474,0.024122213833721,MAX-leaf // Residence ~ Rural // Sex ~ Female // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban,Sex,Residence,PoorerHousehold,MotherEducation,NUnder5,,,
MICS,Children,Bhutan,2010,1,No,NotStunting ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5800.4255,0.66290447192193,0.193086947500662,0.774501752143513,0.38517422678733,0.589759751911789,0.184742000231724,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary,MIN-leaf // PoorerHousehold~1,PoorerHousehold,MotherEducation,Residence,NUnder5,,,,
MICS,Children,Bhutan,2010,1,No,Overweight ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5862.659599,0.077159880487886,0.292157881773003,0.102731845706274,0.114712057837148,0.043941457503277,0.058790388202997,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // NUnder5~2 + 3 + 4 // PoorerHousehold~0,Residence,PoorerHousehold,MotherEducation,NUnder5,Sex,,,
MICS,Children,Bhutan,2010,1,No,Wasting ~ PoorerHousehold + Residence + Sex + MotherEducation + NUnder5,5862.659599,0.059806015696324,0.292157881773003,0.066511631700525,0.154599320444018,0.042389417866805,0.024122213833721,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~0,Sex,Residence,PoorerHousehold,MotherEducation,NUnder5,,,
