"TreeID","IndicatorName.x","SurveyID.x","FormularString.x","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","InUse.x.x","Latest...1.y","Sample.Size.y","Overall.Mean.y","Max.Leaf.Size.y","Max.Leaf.Access.y","Min.Leaf.Size.y","Min.Leaf.Access.y","Max.Leaf.Characteristics.y","Min.Leaf.Characteristics.y","InUse.y.x","VariableID.x","DatasetSource.x","MergeResult","AnaResult","Country_ISO.x","Year.x","data1","IndicatorName.y","Country_ISO.y","Year.y","Analysis","Sample.Size","Overall.Mean","Max.Leaf.Size","Max.Leaf.Access","Min.Leaf.Size","Min.Leaf.Access","Max.Leaf.Characteristics","Min.Leaf.Characteristics","FormularString.y","SurveyID.y","Country","Year.y","SurveySource","CountryCode","VersionCode","MetadataFile","InUse.x.y","MICS_Education_data","AdditionalVariables","Religion_data","Ethnicity_data","Language_data","VariableID.y","SurveySouce","DatasetSource.y","InUse.y.y","data2"
"AFG+2010+InternetUse+","InternetUse","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+InternetUse+","InternetUse","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhone+","MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhone+","MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhone+","MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+MobilePhone+","MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotOverweight+","NotOverweight","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K11","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotOverweight+","NotOverweight","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K11","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotStunting+","NotStunting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotStunting+","NotStunting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K12","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotWasting+","NotWasting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K13","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+NotWasting+","NotWasting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K13","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+Overweight+","Overweight","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K15","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+Overweight+","Overweight","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K15","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+ProfessionalHelp+aGroup+Education+Ethnicity+MarritalStatus+NUnder5+PoorerHousehold+Residence","ProfessionalHelp","AFG2010","aGroup+Education+Ethnicity+MarritalStatus+NUnder5+PoorerHousehold+Residence","0","4864.935646","0.386468962759225","0.060832818054506","0.792049390340852","0.114370159132008","0.136718117197056","MAX-leaf // Residence ~ Urban // aGroup ~ 15-24","MIN-leaf // Residence~Rural // PoorerHousehold~1 // Ethnicity~MinorEthnicity + Dari // aGroup~25-34 + 35+","Y","0","4864.935646","0.386468962759225","0.060832818054506","0.792049390340852","0.114370159132008","0.136718117197056","MAX-leaf // Residence ~ Urban // aGroup ~ 15-24","MIN-leaf // Residence~Rural // PoorerHousehold~1 // Ethnicity~MinorEthnicity + Dari // aGroup~25-34 + 35+","Y","W12","","ALL","Two","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+ProfessionalHelp+aGroup+Education+MarritalStatus+NUnder5+PoorerHousehold+Residence","ProfessionalHelp","AFG2010","aGroup+Education+MarritalStatus+NUnder5+PoorerHousehold+Residence","0","4864.935646","0.386468962759225","0.066609301659815","0.771257717089221","0.258595120376235","0.184097280901668","MAX-leaf // Residence ~ Urban // NUnder5 ~ 0 + 1","MIN-leaf // Residence~Rural // PoorerHousehold~1 // aGroup~25-34 + 35+","Y","0","4864.935646","0.386468962759225","0.066609301659815","0.771257717089221","0.258595120376235","0.184097280901668","MAX-leaf // Residence ~ Urban // NUnder5 ~ 0 + 1","MIN-leaf // Residence~Rural // PoorerHousehold~1 // aGroup~25-34 + 35+","Y","W12","","ALL","Two","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+SecondaryEducation35++Ethnicity+PoorerHousehold+Residence+Sex","SecondaryEducation35+","AFG2010","Ethnicity+PoorerHousehold+Residence+Sex","0","18332.324925","0.056900571764222","0.09863402887509","0.219117209154492","0.180562191950129","0.001028338879789","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1","Y","0","18332.324925","0.056900571764222","0.09863402887509","0.219117209154492","0.180562191950129","0.001028338879789","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1","Y","E15","","ALL","Two","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+SecondaryEducation35++PoorerHousehold+Residence+Sex","SecondaryEducation35+","AFG2010","PoorerHousehold+Residence+Sex","0","18332.324925","0.056900571764222","0.09863402887509","0.219117209154492","0.180562191950129","0.001028338879789","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1","Y","0","18332.324925","0.056900571764222","0.09863402887509","0.219117209154492","0.180562191950129","0.001028338879789","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1","Y","E15","","ALL","Two","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+Stunting+","Stunting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K16","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+Stunting+","Stunting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K16","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+Wasting+","Wasting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K17","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2010+Wasting+","Wasting","AFG2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","1","No Analysis",NA,"",NA,"","","","","Y","K17","","ALL","None","AFG","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+AllViolence+aGroup+Education+PoorerHousehold+Residence+Under5","AllViolence","AFG70","aGroup+Education+PoorerHousehold+Residence+Under5","1","21704.188225","0.555603217636581","0.204920328136343","0.624550265105923","0.237051539208164","0.477881670417957","MAX-leaf // aGroup ~ 25-34 + 35+ // Residence ~ Rural // Under5 ~ 2 + 3 + 4 + 5","MIN-leaf // aGroup~15-24","Y","1","21704.188225","0.555603217636581","0.204920328136343","0.624550265105923","0.237051539208164","0.477881670417957","MAX-leaf // aGroup ~ 25-34 + 35+ // Residence ~ Rural // Under5 ~ 2 + 3 + 4 + 5","MIN-leaf // aGroup~15-24","Y","V10","IR","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5","ContraceptiveMethod","AFG70","aGroup+Education+PoorerHousehold+Residence+Under5","1","13482.711327","0.421318156803106","0.165698376077083","0.668295709831816","0.166801254692472","0.311940495878659","MAX-leaf // Under5 ~ 0","MIN-leaf // Under5~2 + 3 + 4 // Residence~Rural // PoorerHousehold~1","Y","1","13482.711327","0.421318156803106","0.165698376077083","0.668295709831816","0.166801254692472","0.311940495878659","MAX-leaf // Under5 ~ 0","MIN-leaf // Under5~2 + 3 + 4 // Residence~Rural // PoorerHousehold~1","Y","W11","IR+WM","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+EmotionalViolence+aGroup+Education+PoorerHousehold+Residence+Under5","EmotionalViolence","AFG70","aGroup+Education+PoorerHousehold+Residence+Under5","1","21704.188225","0.373084323590269","0.191273198654726","0.415224197474306","0.237051539208164","0.304835435552461","MAX-leaf // aGroup ~ 35+ // Under5 ~ 0 + 1 // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","1","21704.188225","0.373084323590269","0.191273198654726","0.415224197474306","0.237051539208164","0.304835435552461","MAX-leaf // aGroup ~ 35+ // Under5 ~ 0 + 1 // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","V11","","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+HigherEducation35++PoorerHousehold+Residence+Sex","HigherEducation35+","AFG70","PoorerHousehold+Residence+Sex","1","39772.075096","0.031432316618695","0.258011091883713","0.077142696031268","0.191711545263748","0.000503448632074","MAX-leaf // Residence ~ Urban","MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1","Y","1","39772.075096","0.031432316618695","0.258011091883713","0.077142696031268","0.191711545263748","0.000503448632074","MAX-leaf // Residence ~ Urban","MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1","Y","E12","","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+MobilePhone+HighestEducation+PoorerHousehold+Residence","MobilePhone","AFG70","HighestEducation+PoorerHousehold+Residence","1","24395.000069","0.872929079637954","0.176889283820236","0.960966995275784","0.224840671919899","0.75769431476556","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+PhysicalViolence+aGroup+Education+PoorerHousehold+Residence+Under5","PhysicalViolence","AFG70","aGroup+Education+PoorerHousehold+Residence+Under5","1","21704.188225","0.505950349912246","0.187950037555481","0.580734624186019","0.244428871653873","0.405856288235385","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34 + 35+ // Under5 ~ 1 + 2 + 3 + 4 // PoorerHousehold ~ 0","MIN-leaf // Residence~Urban","Y","1","21704.188225","0.505950349912246","0.187950037555481","0.580734624186019","0.244428871653873","0.405856288235385","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34 + 35+ // Under5 ~ 1 + 2 + 3 + 4 // PoorerHousehold ~ 0","MIN-leaf // Residence~Urban","Y","V17","","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+ProfessionalHelp+aGroup+Education+MarriageStatus+PoorerHousehold+Residence+Under5","ProfessionalHelp","AFG70","aGroup+Education+MarriageStatus+PoorerHousehold+Residence+Under5","1","19632.477734","0.563232773357491","0.219396592542192","0.845855938380721","0.134983600282432","0.326582065208757","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // aGroup~25-34 + 35+ // Under5~1","Y","1","19632.477734","0.563232773357491","0.219396592542192","0.845855938380721","0.134983600282432","0.326582065208757","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // aGroup~25-34 + 35+ // Under5~1","Y","W12","","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+SecondaryEducation35++PoorerHousehold+Residence+Sex","SecondaryEducation35+","AFG70","PoorerHousehold+Residence+Sex","1","39772.075096","0.076634302149011","0.136121061320849","0.251522540129975","0.191711545263748","0.001139773080052","MAX-leaf // Sex ~ Male // Residence ~ Urban","MIN-leaf // Sex~Female // Residence~Rural // PoorerHousehold~1","Y","1","39772.075096","0.076634302149011","0.136121061320849","0.251522540129975","0.191711545263748","0.001139773080052","MAX-leaf // Sex ~ Male // Residence ~ Urban","MIN-leaf // Sex~Female // Residence~Rural // PoorerHousehold~1","Y","E15","","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+SexualPhysicalViolence+aGroup+Education+PoorerHousehold+Residence+Under5","SexualPhysicalViolence","AFG70","aGroup+Education+PoorerHousehold+Residence+Under5","1","21704.188225","0.509243979706594","0.187950037555481","0.583513838434686","0.244428871653873","0.413501224962761","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34 + 35+ // Under5 ~ 1 + 2 + 3 + 4 // PoorerHousehold ~ 0","MIN-leaf // Residence~Urban","Y","1","21704.188225","0.509243979706594","0.187950037555481","0.583513838434686","0.244428871653873","0.413501224962761","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34 + 35+ // Under5 ~ 1 + 2 + 3 + 4 // PoorerHousehold ~ 0","MIN-leaf // Residence~Urban","Y","V13","","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AFG+2015+SexualViolence+aGroup+Education+PoorerHousehold+Residence+Under5","SexualViolence","AFG70","aGroup+Education+PoorerHousehold+Residence+Under5","1","21704.188225","0.072584023584232","0.145718029083302","0.108116099419877","0.139611254960907","0.049197420709241","MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~0 // aGroup~15-24","Y","1","21704.188225","0.072584023584232","0.145718029083302","0.108116099419877","0.139611254960907","0.049197420709241","MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~0 // aGroup~15-24","Y","V14","","ALL","Two","AFG","2015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ARM+2010+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5","ContraceptiveMethod","ARM61","aGroup+Education+PoorerHousehold+Residence+Under5","0","2499.128772","0.401408852252612","0.167774756026057","0.585167561065983","0.248485130081163","0.261135251654254","MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // Residence~Rural // aGroup~15-24 + 35+","Y","0","2499.128772","0.401408852252612","0.167774756026057","0.585167561065983","0.248485130081163","0.261135251654254","MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // Residence~Rural // aGroup~15-24 + 35+","Y","W11","IR+WM","ALL","Two","ARM","2010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
