Source,Type,Country,Year,Latest = 1,Additional variables,Analysis,Sample Size,Overall Mean,Max Leaf Size,Max Leaf Access,Min Leaf Size,Min Leaf Access,Gap,Max Leaf Characteristics,Min Leaf Characteristics,Most imp. Var.,2nd var,3rd var,4th var,5th var,6th var,7th var,8th var
DHS,Individual,Afghanistan,2015,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,27691.739467,0.055055699798737,0.24932711808255,0.115886805910037,0.179374566589409,0.00400206735241,0.111884738557627,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Afghanistan,2015,1,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,39772.075096,0.031432316618695,0.258011091883713,0.077142696031268,0.191711545263748,0.000503448632074,0.076639247399194,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Armenia,2010,0,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,5943.401508,0.913083524088913,0.325150343351159,0.970797645534253,0.189035640531388,0.80795608202766,0.162841563506593,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // Sex~Male,PoorerHousehold,Sex,Residence,,,,,
DHS,Individual,Armenia,2010,0,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,12099.495644,0.851440870686924,0.607126775374536,0.910994251357311,0.297915733602288,0.750716023326494,0.160278228030817,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // Residence~Rural,PoorerHousehold,Residence,,,,,,
DHS,Individual,Armenia,2010,0,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,3871.368746,0.298184802001292,0.310472793954823,0.404054620126352,0.175257357930843,0.095160882483714,0.308893737642638,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Male,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Armenia,2010,0,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,12099.495644,0.215497508798475,0.260492164279836,0.31485927315987,0.297915733602288,0.071836708152505,0.243022565007365,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Residence~Rural,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Armenia,2015-2016,1,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,6647.087058,0.923626056862155,0.321993731287759,0.981160478740372,0.210838829064723,0.820717445701562,0.16044303303881,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // Sex~Male,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Armenia,2015-2016,1,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,14911.809099,0.873046702621283,0.598524003542849,0.928779445615012,0.177786908643958,0.778668320617432,0.15011112499758,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Armenia,2015-2016,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,4697.075921,0.506206997500222,0.319978680412731,0.689955460048882,0.213337944894589,0.254756209690944,0.435199250357938,MAX-leaf // Residence ~ Urban // Sex ~ Female,MIN-leaf // Residence~Rural // Sex~Male,Residence,PoorerHousehold,Sex,,,,,
DHS,Individual,Armenia,2015-2016,1,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,14911.809099,0.439792418174116,0.337552611999142,0.565351090538234,0.330421396779448,0.263560717392799,0.301790373145435,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female,MIN-leaf // PoorerHousehold~1 // Residence~Rural,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Azerbaijan,2006,1,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,7275.978985,0.810354304919697,0.297058204326301,0.878296211218503,0.19625474509256,0.670107988953846,0.208188222264657,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Azerbaijan,2006,1,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,12642.308056,0.742496387164448,0.280149835877405,0.88276680439047,0.219699685587223,0.537289086374323,0.345477718016147,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,Residence,,,,,
DHS,Individual,Azerbaijan,2006,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,4641.886717,0.173487471603026,0.246274943938922,0.323608093624131,0.19380172564431,0.026530472369551,0.29707762125458,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Azerbaijan,2006,1,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,12642.308056,0.157867849063589,0.280149835877405,0.287070139455193,0.219699685587223,0.027182672236336,0.259887467218857,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Bangladesh,2011,0,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,21580.704436,0.204831187327976,0.113807956792316,0.3906411497369,0.202817928996728,0.024326164577411,0.366314985159489,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Bangladesh,2011,0,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,25903.551974,0.125225270042342,0.113273546343958,0.401224675101206,0.179530986085144,0.002207772190548,0.399016902910658,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,Residence,,,,,
DHS,Individual,Bangladesh,2011,0,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,13977.161512,0.135109687712965,0.122532682585774,0.292539222465638,0.19483190694062,0.006802326379299,0.285736896086339,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Bangladesh,2011,0,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,25903.551974,0.084321176192066,0.127674718830821,0.274478098803033,0.166506966779273,0.000721385830316,0.273756712972717,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Bangladesh,2014,0.5,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,21633.919716,0.226449204874178,0.125046148618148,0.380476559414722,0.198371778500499,0.049691769713541,0.330784789701181,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Bangladesh,2014,0.5,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,25784.591149,0.136433894595084,0.127441486584418,0.378799240630742,0.181968033190316,0.003839982323439,0.374959258307303,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,Residence,,,,,
DHS,Individual,Bangladesh,2014,0.5,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,14748.732496,0.135666535381441,0.133226248868023,0.286785969818331,0.192980644185656,0.012316371979773,0.274469597838558,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Bangladesh,2014,0.5,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,25784.591149,0.088380289756442,0.127441486584418,0.284115236720509,0.181968033190316,0.001244055979781,0.282871180740728,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,Residence,,,,,
MICS,Individual,Bangladesh,2019,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,39393.8475074861,0.139375946403001,0.312411381544465,0.241808540954776,0.179776856997748,0.019126880636952,0.222681660317824,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,Residence,,,,,
MICS,Individual,Bangladesh,2019,1,No,HigherEducation35plus ~ PoorerHousehold + Residence + Sex,48882.9912988377,0.092508652445143,0.150289767559636,0.243136565521661,0.107177602803313,0.00396263129721,0.239173934224451,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,,,,,
MICS,Individual,Bangladesh,2019,1,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,60423.8790782157,0.271423363902594,0.307802962329206,0.405289005092384,0.176802660752777,0.075914782478134,0.32937422261425,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,Residence,,,,,
MICS,Individual,Bangladesh,2019,1,No,SecondaryEducation35plus ~ PoorerHousehold + Residence + Sex,52315.1092325491,0.162667907429445,0.148893135260236,0.353164523759052,0.109788094146421,0.013080627437356,0.340083896321696,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,,,,,
MICS,Individual,Bangladesh,2019,1,Yes,HigherEducation2535 ~ PoorerHousehold + Residence + Sex + Religion + Ethnicity,39393.8475074861,0.139375946403001,0.108525700928527,0.272053090532122,0.179776856997748,0.019126880636952,0.25292620989517,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,Residence,Ethnicity,Religion,,,
MICS,Individual,Bangladesh,2019,1,Yes,HigherEducation35plus ~ PoorerHousehold + Residence + Sex + Religion + Ethnicity,48882.9912988377,0.092508652445143,0.150289767559638,0.243136565521657,0.107177602803313,0.00396263129721,0.239173934224447,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,Ethnicity,,,,
MICS,Individual,Bangladesh,2019,1,Yes,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex + Religion + Ethnicity,60423.8790782157,0.271423363902594,0.102302674144962,0.423896860990445,0.176802660752779,0.075914782478133,0.347982078512312,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Sex,Residence,Ethnicity,Religion,,,
MICS,Individual,Bangladesh,2019,1,Yes,SecondaryEducation35plus ~ PoorerHousehold + Residence + Sex + Religion + Ethnicity,52315.1092325491,0.162667907429445,0.148893135260237,0.353164523759047,0.109788094146421,0.013080627437356,0.340083896321691,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,Ethnicity,,,,
MICS,Individual,Bhutan,2010,1,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,21267.25994,0.031150834986221,0.107516175212555,0.182414000003217,0.463202895379666,0.00115196660755,0.181262033395667,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
MICS,Individual,Bhutan,2010,1,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,17714.565285,0.167530968288167,0.160455248224851,0.362267353716854,0.167824882189876,0.014735248541605,0.347532105175249,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,PoorerHousehold,Sex,,,,,
MICS,Individual,Bhutan,2010,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,11742.758519,0.081104501081157,0.175299005737819,0.215469825540064,0.31560823114973,0.003927083683642,0.211542741856422,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
MICS,Individual,Bhutan,2010,1,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,21267.25994,0.020933276419059,0.107516175212555,0.125416838931996,0.463202895379666,0.000449512806417,0.124967326125579,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
MICS,Individual,Bhutan,2010,1,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,21267.25994,0.031150834986221,0.198936289815246,0.117735660869781,0.463202895379666,0.00115196660755,0.116583694262231,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
MICS,Individual,Bhutan,2010,1,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,17714.565285,0.167530968288167,0.160455248224851,0.362267353716854,0.167824882189876,0.014735248541605,0.347532105175249,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,PoorerHousehold,Sex,,,,,
MICS,Individual,Bhutan,2010,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,11742.758519,0.081104501081157,0.175299005737819,0.215469825540064,0.31560823114973,0.003927083683642,0.211542741856422,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
MICS,Individual,Bhutan,2010,1,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,21267.25994,0.020933276419059,0.198936289815246,0.079121788834092,0.463202895379666,0.000449512806417,0.078672276027674,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Cambodia,2010,0,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,19022.194861,0.121611906454752,0.10511636914726,0.402916489976596,0.185344943355009,0.005621844735722,0.397294645240874,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,PoorerHousehold,Sex,,,,,
DHS,Individual,Cambodia,2010,0,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,23546.583471,0.047244312168264,0.080504230405002,0.276964452969037,0.208430749244136,0.000975384439781,0.275989068529255,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Cambodia,2010,0,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,11904.023561,0.053510314116557,0.100743801946849,0.271964485478516,0.388699752003129,0.001479772926688,0.270484712551828,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Cambodia,2010,0,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,23546.583471,0.019468087103362,0.080504230405002,0.143251498745716,0.356391035936718,0.000214949102125,0.143036549643591,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Cambodia,2014,1,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,19832.111148,0.154779374172152,0.089374272601268,0.44655354540012,0.179139457947134,0.016743080363566,0.429810465036554,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,PoorerHousehold,Sex,,,,,
DHS,Individual,Cambodia,2014,1,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,23863.960791,0.048696049334705,0.073960571778413,0.254681374127446,0.210441770793301,0.000960205058737,0.253721169068709,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // Sex~Female // PoorerHousehold~1,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Cambodia,2014,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,13211.682339,0.074353181206925,0.090117291836893,0.30210927424922,0.186179989412778,0.002272530950185,0.299836743299035,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Cambodia,2014,1,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,23863.960791,0.018676432797698,0.073960571778413,0.130138456108802,0.210441770793301,0.000510985304716,0.129627470804086,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,,,,,
MICS,Individual,Georgia,2018,1,Yes,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex + Ethnicity,22618.287432198,0.745588284104704,0.214835168249459,0.838154859396333,0.232620999053216,0.622798406263641,0.215356453132692,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN // Sex ~ MALE,MIN-leaf // PoorerHousehold~1 // Sex~FEMALE,PoorerHousehold,Residence,Sex,Ethnicity,,,,
MICS,Individual,Georgia,2018,1,Yes,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex + Ethnicity,8818.77600392399,0.772942216430352,0.305954262235457,0.848386624180622,0.076797530084687,0.554364809600719,0.294021814579903,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ FEMALE // Residence ~ URBAN,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,Residence,Ethnicity,Sex,,,,
MICS,Individual,Georgia,2018,1,Yes,HigherEducation2535 ~ PoorerHousehold + Residence + Sex + Ethnicity,6595.52317144917,0.463120784839809,0.307692114415278,0.640192469117664,0.079457135082504,0.079003804532977,0.561188664584687,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN // Sex ~ FEMALE,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,Residence,Ethnicity,Sex,,,,
MICS,Individual,Georgia,2018,1,Yes,HigherEducation35+ ~ PoorerHousehold + Residence + Sex + Ethnicity,22618.287432198,0.346684995492108,0.214835168249459,0.524280580733282,0.065302025735432,0.096660224956986,0.427620355776296,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN // Sex ~ MALE,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,Residence,Ethnicity,Sex,,,,
MICS,Individual,Georgia,2018,1,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,22618.287432198,0.745588284104704,0.214835168249459,0.838154859396333,0.232620999053216,0.622798406263641,0.215356453132692,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN // Sex ~ MALE,MIN-leaf // PoorerHousehold~1 // Sex~FEMALE,PoorerHousehold,Residence,Sex,,,,,
MICS,Individual,Georgia,2018,1,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,8818.77600392399,0.772942216430352,0.340075509993513,0.842529653122989,0.162819461085116,0.642150214735969,0.20037943838702,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ FEMALE,MIN-leaf // PoorerHousehold~1 // Sex~FEMALE,PoorerHousehold,Residence,Sex,,,,,
MICS,Individual,Georgia,2018,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,6595.52317144917,0.463120784839809,0.307692114415278,0.640192469117664,0.349496469637912,0.216631429600306,0.423561039517358,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN // Sex ~ FEMALE,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,Sex,,,,,
MICS,Individual,Georgia,2018,1,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,22618.287432198,0.346684995492108,0.214835168249459,0.524280580733282,0.232620999053216,0.155506590738651,0.368773989994631,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN // Sex ~ MALE,MIN-leaf // PoorerHousehold~1 // Sex~FEMALE,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,India,2015-2016,1,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,766061.75486,0.321498921833018,0.323716716169073,0.491866916196201,0.186879810546291,0.075993362727398,0.415873553468803,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,India,2015-2016,1,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,1045826.288074,0.135100045433169,0.175455034009453,0.321439173033409,0.16946635343847,0.005099271139979,0.31633990189343,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,India,2015-2016,1,No,HigherEducation2535 ~ PoorerHousehold + Residence + Sex,507968.667244,0.176490391217253,0.328798541311946,0.32143599578231,0.186881263608334,0.015286932115128,0.306149063667182,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,India,2015-2016,1,No,HigherEducation35+ ~ PoorerHousehold + Residence + Sex,1045826.288074,0.083747933773302,0.175455034009453,0.220924867878706,0.16946635343847,0.001576621946355,0.219348245932351,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female,Residence,Sex,PoorerHousehold,,,,,
DHS,Individual,Indonesia,2012,0,No,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,43508.197555,0.456017020652696,0.211067023895701,0.672172919344111,0.139481980271155,0.178121484593721,0.49405143475039,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male + NaN,MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female,PoorerHousehold,Residence,Sex,,,,,
DHS,Individual,Indonesia,2012,0,No,SecondaryEducation35+ ~ PoorerHousehold + Residence + Sex,69764.697273,0.244601623500547,0.19386675861395,0.512928909835382,0.208279408726448,0.049980517055308,0.462948392780074,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female + NaN,PoorerHousehold,Residence,Sex,,,,,
